user_id,measurement_date,hours_streaming,hours_social,hours_messaging,hours_gaming,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,data_usage_category,streaming_data_gb,social_data_gb,messaging_data_gb,gaming_data_gb,total_data_gb
SUB3629137,2026-04-03,4.51,3.2,1.31,0.14,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,Power_User,11.055399999999999,1.1633,0.01908,0.01413,13.15026
SUB2539219,2026-03-23,0.44,1.13,0.09,0.11,0,0,18-24,Postpaid_Basic,Basic_Phone,5G,Light,0.87479,0.32687,0.00177,0.011300000000000001,1.29051
SUB4761675,2026-04-14,0.98,6.0,1.14,1.78,0,1,18-24,Postpaid_Basic,5G_Device,5G,Moderate,1.81048,2.26382,0.008289999999999999,0.20517,4.38784
SUB3961937,2026-03-31,0.46,1.51,0.25,0.08,0,0,25-34,Prepaid_Monthly,5G_Device,3G,Very_Light,0.22540000000000002,0.14977000000000001,0.00383,0.01461,0.46441000000000004
SUB2061385,2026-04-05,6.02,0.92,4.0,0.24,0,0,35-44,Postpaid_Basic,Mid_Range,4G+,Heavy,6.50099,0.22708,0.02625,0.040479999999999995,7.30231
SUB4631047,2026-04-03,2.69,4.7,0.79,0.87,0,0,18-24,Postpaid_Unlimited,5G_Device,4G,Moderate,3.58204,0.8684299999999999,0.00458,0.10396,4.24267
SUB8323988,2026-03-26,0.36,6.0,1.72,1.39,0,1,25-34,Postpaid_Premium,Premium_Smartphone,4G+,Moderate,0.5869800000000001,1.81927,0.01376,0.20203,2.96868
SUB7542224,2026-04-16,1.94,4.26,0.32,0.01,1,0,35-44,Postpaid_Unlimited,Tablet,4G,Moderate,2.90938,0.65122,0.00372,0.00174,3.8056300000000003
SUB3604325,2026-04-03,0.76,1.07,0.77,0.18,1,0,18-24,Postpaid_Premium,Basic_Phone,3G,Light,0.51909,0.12633,0.006719999999999999,0.011519999999999999,0.6698200000000001
SUB3343136,2026-04-05,0.43,3.68,0.08,0.02,0,0,25-34,Postpaid_Premium,Mid_Range,4G+,Light,0.7525599999999999,1.01585,0.0007099999999999999,0.00083,1.68594
SUB2164795,2026-04-08,0.07,5.49,0.84,0.12,1,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,Light,0.07789,1.1058599999999998,0.00461,0.00817,1.2916800000000002
SUB5245576,2026-03-25,0.31,2.57,0.15,0.03,0,0,35-44,Prepaid_Monthly,Mid_Range,4G+,Light,0.42807,0.72434,0.00166,0.00165,1.1973900000000002
SUB6115011,2026-04-14,0.79,2.44,0.05,0.07,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,Light,0.6381100000000001,0.65555,0.00099,0.00792,1.28699
SUB3465849,2026-04-11,1.67,6.0,0.09,0.55,0,1,35-44,Prepaid_Monthly,5G_Device,5G,Heavy,3.66445,1.95481,0.0007199999999999999,0.02533,5.24625
SUB5486745,2026-04-09,1.57,0.53,0.62,0.03,0,0,25-34,Prepaid_Monthly,Mid_Range,5G,Moderate,2.8898699999999997,0.1564,0.00879,0.00377,3.08211
SUB2348894,2026-03-30,5.65,4.0,0.54,1.2,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,Heavy,5.255979999999999,0.68561,0.00555,0.08097,5.85992
SUB9973541,2026-04-16,4.06,2.43,1.36,2.0,1,0,35-44,Postpaid_Unlimited,5G_Device,5G,Power_User,10.95627,0.917,0.01988,0.29538,11.883629999999998
SUB6572618,2026-04-16,3.49,5.6,0.45,0.62,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G,Heavy,5.5869,1.4267,0.006030000000000001,0.05324,7.07137
SUB6516829,2026-03-24,1.84,0.22,0.14,0.15,1,1,18-24,Postpaid_Premium,Basic_Phone,5G,Heavy,6.15253,0.07038,0.00086,0.00675,5.65629
SUB3378772,2026-04-06,6.87,3.11,0.97,0.13,0,1,25-34,Postpaid_Premium,Mid_Range,4G,Power_User,9.45214,0.4732,0.009470000000000001,0.00902,10.68996
SUB9396007,2026-04-08,0.41,1.99,0.17,0.37,0,0,25-34,Postpaid_Basic,5G_Device,4G,Light,0.41875999999999997,0.31548000000000004,0.00173,0.020050000000000002,0.79507
SUB3497838,2026-04-03,8.0,3.8,1.01,2.23,0,1,25-34,Postpaid_Unlimited,5G_Device,5G,Power_User,19.27862,1.4531800000000001,0.009980000000000001,0.21243,20.840490000000003
SUB8880317,2026-04-06,1.17,3.97,0.08,0.52,0,1,18-24,Postpaid_Basic,Mid_Range,5G,Moderate,2.1674,1.48512,0.00123,0.04937,3.6766300000000003
SUB7524559,2026-03-25,0.05,0.19,0.01,0.04,0,0,55+,Prepaid_Monthly,Basic_Phone,4G,Very_Light,0.038189999999999995,0.054119999999999994,8e-05,0.00501,0.105
SUB6581472,2026-03-23,3.67,3.18,0.36,0.67,1,1,18-24,Prepaid_Daily,Mid_Range,4G,Moderate,4.01517,0.93916,0.0065,0.0676,4.78041
SUB4330263,2026-04-17,1.65,4.1,0.25,0.76,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,Moderate,1.93253,1.11355,0.00294,0.11212000000000001,3.37348
SUB9280083,2026-03-24,0.35,6.0,2.92,0.01,0,1,18-24,Postpaid_Premium,Mid_Range,4G+,Moderate,0.8413999999999999,1.99466,0.0564,0.00091,3.23493
SUB4783831,2026-04-08,4.4,2.49,0.59,0.14,1,0,25-34,Postpaid_Premium,Premium_Smartphone,4G,Moderate,4.89601,0.53623,0.00746,0.015460000000000002,5.07461
SUB8045927,2026-03-19,8.0,3.16,1.23,1.38,1,0,25-34,Prepaid_Monthly,5G_Device,5G,Power_User,18.985400000000002,1.17916,0.02366,0.19202000000000002,18.70138
SUB6094502,2026-04-13,0.61,0.57,0.19,0.28,0,1,45-54,Postpaid_Basic,Mid_Range,4G+,Light,0.9910800000000001,0.13013999999999998,0.002,0.01802,1.23034
SUB6522567,2026-04-05,0.98,2.33,0.43,0.32,0,0,18-24,Postpaid_Premium,Mid_Range,4G,Moderate,1.5961500000000002,0.6274500000000001,0.00662,0.01517,2.36917
SUB7254887,2026-03-27,1.03,1.7,0.2,0.02,0,1,25-34,Postpaid_Basic,Premium_Smartphone,3G,Light,0.31674,0.15780000000000002,0.00204,0.00364,0.56201
SUB6000783,2026-04-14,2.27,6.0,0.07,1.2,0,1,45-54,Postpaid_Basic,Premium_Smartphone,5G,Heavy,3.61351,2.10572,0.0007199999999999999,0.09304000000000001,5.69837
SUB5041776,2026-04-11,0.88,2.19,0.25,1.38,0,1,35-44,Postpaid_Premium,Premium_Smartphone,4G,Moderate,1.18498,0.62188,0.00177,0.27207,2.39547
SUB1842186,2026-04-04,0.06,0.33,0.43,0.28,0,1,25-34,Prepaid_Monthly,Mid_Range,4G,Very_Light,0.04869,0.054060000000000004,0.00831,0.03933,0.20931
SUB7390459,2026-04-10,0.96,1.87,0.74,0.04,0,0,45-54,Postpaid_Premium,Premium_Smartphone,4G,Light,1.29372,0.31671,0.012119999999999999,0.0045,1.57826
SUB9161665,2026-03-28,0.66,1.41,0.3,0.06,0,0,45-54,Prepaid_Daily,Tablet,4G+,Light,0.70987,0.42951999999999996,0.0025,0.01087,1.26028
SUB5323242,2026-03-29,1.29,3.96,0.56,0.16,0,1,45-54,Postpaid_Unlimited,Tablet,4G,Moderate,1.35674,0.62873,0.0052699999999999995,0.0067599999999999995,2.0756300000000003
SUB3053413,2026-04-12,1.39,1.18,1.37,0.26,0,0,18-24,Postpaid_Premium,5G_Device,4G,Moderate,1.96451,0.31060000000000004,0.02411,0.01761,2.46506
SUB3680259,2026-04-09,4.04,4.05,0.01,0.64,0,1,25-34,Postpaid_Premium,5G_Device,5G,Power_User,10.25715,1.06597,0.0001,0.06426000000000001,11.53989
SUB3064618,2026-04-02,0.38,0.51,0.21,0.08,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,3G,Very_Light,0.14447,0.05096,0.0037099999999999998,0.00733,0.27252
SUB3951720,2026-04-12,0.03,0.69,0.35,0.02,0,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,Very_Light,0.02773,0.14114,0.00608,0.00271,0.24680000000000002
SUB7728926,2026-03-30,0.15,0.19,0.16,0.21,0,0,35-44,Postpaid_Basic,Basic_Phone,5G,Very_Light,0.36313,0.056049999999999996,0.00093,0.023969999999999998,0.45931
SUB7734714,2026-04-08,2.35,0.48,1.0,0.92,0,0,25-34,Postpaid_Premium,Tablet,3G,Moderate,1.71689,0.05023,0.01702,0.14493,2.13926
SUB8536765,2026-04-11,0.05,0.83,0.11,0.17,0,0,35-44,Prepaid_Daily,Premium_Smartphone,5G,Light,0.10168,0.27756000000000003,0.00082,0.02915,0.53366
SUB2425472,2026-04-13,2.02,6.0,4.0,0.01,1,0,18-24,Postpaid_Premium,5G_Device,5G,Heavy,5.04066,1.9210699999999998,0.06908,0.00117,7.21048
SUB9429747,2026-04-07,1.13,0.59,0.25,0.08,1,0,18-24,Prepaid_Monthly,Mid_Range,5G,Moderate,1.96844,0.20944,0.00164,0.01209,2.42239
SUB3511902,2026-03-22,0.55,3.27,0.67,0.1,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,Light,0.51452,0.83974,0.00828,0.007809999999999999,1.53083
SUB7477006,2026-03-20,0.24,0.57,0.01,2.19,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,Light,0.56723,0.19909000000000002,0.00014000000000000001,0.39019,1.17577
SUB8265760,2026-04-15,8.0,1.53,0.89,0.21,1,1,45-54,Postpaid_Unlimited,Premium_Smartphone,3G,Heavy,4.97137,0.1398,0.01388,0.032549999999999996,5.6407
SUB8905477,2026-03-30,0.54,0.87,0.99,0.06,0,0,45-54,Prepaid_Monthly,5G_Device,4G,Light,0.39302,0.1856,0.015609999999999999,0.01055,0.68908
SUB2375645,2026-04-08,0.18,0.09,0.31,0.12,0,1,55+,Prepaid_Daily,Mid_Range,5G,Very_Light,0.28743,0.03294,0.004019999999999999,0.01056,0.40926999999999997
SUB4614962,2026-04-07,2.69,2.31,0.22,0.05,0,1,35-44,Postpaid_Premium,5G_Device,4G,Moderate,3.6873,0.6021,0.00391,0.00639,4.01159
SUB6744588,2026-03-26,8.0,6.0,0.49,0.24,0,0,18-24,Postpaid_Premium,Mid_Range,4G,Power_User,8.44185,1.57013,0.00444,0.02816,10.5869
SUB3955227,2026-03-26,6.08,2.07,0.22,2.24,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,Power_User,19.52143,0.6805,0.00149,0.43613999999999997,19.376330000000003
SUB5430675,2026-04-17,0.45,0.95,0.99,0.55,1,0,35-44,Postpaid_Premium,Mid_Range,5G,Light,1.04288,0.35905000000000004,0.01746,0.04747,1.62148
SUB8601748,2026-03-29,0.05,2.73,0.41,1.87,1,1,18-24,Prepaid_Monthly,Premium_Smartphone,3G,Light,0.023440000000000003,0.28032999999999997,0.0052,0.27793,0.72949
SUB5805028,2026-03-30,0.58,1.16,0.17,2.55,0,0,35-44,Postpaid_Premium,Premium_Smartphone,4G+,Moderate,1.4255499999999999,0.38871,0.00333,0.44421,2.2881799999999997
SUB2064367,2026-03-30,1.07,1.3,0.54,1.19,0,0,45-54,Postpaid_Unlimited,Premium_Smartphone,4G+,Moderate,2.6623,0.33646,0.0035499999999999998,0.13055,3.5567399999999996
SUB7463768,2026-03-20,0.12,1.71,0.14,0.5,0,0,35-44,Postpaid_Basic,Mid_Range,4G,Light,0.10815999999999999,0.46596,0.0016200000000000001,0.09941,0.7459
SUB6722078,2026-03-27,0.05,0.49,0.47,0.02,1,0,55+,Prepaid_Monthly,Mid_Range,5G,Very_Light,0.10222,0.17764,0.00642,0.00348,0.34872000000000003
SUB9212420,2026-04-16,1.1,0.77,0.19,0.03,0,0,45-54,Prepaid_Monthly,5G_Device,4G+,Light,1.38756,0.21768,0.00127,0.00217,1.8315899999999998
SUB5210563,2026-03-24,0.71,0.78,1.0,0.17,0,0,18-24,Prepaid_Monthly,Basic_Phone,5G,Light,1.6591600000000002,0.27842,0.01242,0.01033,1.9355499999999999
SUB9151496,2026-04-05,8.0,2.66,0.55,0.06,1,0,18-24,Prepaid_Monthly,Mid_Range,4G+,Power_User,13.709010000000001,0.7772899999999999,0.00523,0.00711,15.28917
SUB3327654,2026-04-15,0.23,0.3,0.03,0.42,0,1,45-54,Postpaid_Premium,Premium_Smartphone,3G,Very_Light,0.10828,0.04336,0.00017999999999999998,0.060950000000000004,0.24112
SUB5330972,2026-04-12,0.5,1.1,0.28,0.05,1,0,45-54,Prepaid_Monthly,5G_Device,4G,Light,0.52723,0.19823,0.00289,0.00226,0.79941
SUB8740141,2026-04-13,3.22,6.0,2.51,0.18,0,1,35-44,Postpaid_Unlimited,Premium_Smartphone,5G,Power_User,13.78022,2.36315,0.03183,0.02289,15.431700000000001
SUB3715514,2026-04-11,0.56,0.57,0.03,0.01,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,Light,0.55429,0.09405,0.0005899999999999999,0.0015300000000000001,0.64189
SUB9940164,2026-03-31,2.34,4.19,1.27,0.0,1,0,18-24,Postpaid_Premium,5G_Device,3G,Light,1.59169,0.34591000000000005,0.02071,0.0,1.85738
SUB5657693,2026-04-08,2.67,0.34,0.25,0.04,1,0,45-54,Postpaid_Basic,5G_Device,4G,Moderate,2.38513,0.07518999999999999,0.00127,0.00725,2.6424000000000003
SUB3485178,2026-04-16,0.46,2.07,0.94,2.82,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Light,0.77095,0.7606799999999999,0.01141,0.26254,1.82733
SUB6638132,2026-04-12,2.53,2.18,0.09,0.12,1,1,35-44,Postpaid_Basic,Tablet,3G,Light,0.99122,0.32474000000000003,0.00131,0.00877,1.43211
SUB9979250,2026-04-06,1.25,0.72,2.77,0.03,0,0,25-34,Postpaid_Basic,5G_Device,5G,Moderate,3.0252800000000004,0.25579,0.046270000000000006,0.005809999999999999,3.153
SUB1494592,2026-03-25,1.69,1.23,0.77,2.12,0,1,18-24,Postpaid_Basic,Premium_Smartphone,5G,Moderate,3.46238,0.40357,0.00687,0.1673,4.44211
SUB9595960,2026-03-19,6.08,1.02,0.75,0.08,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,Power_User,21.11818,0.38858,0.0064800000000000005,0.00392,20.06419
SUB8705092,2026-04-06,3.17,1.33,2.16,0.23,0,0,18-24,Postpaid_Basic,5G_Device,4G,Moderate,2.69847,0.23637,0.03525,0.045450000000000004,3.10415
SUB6238631,2026-04-12,2.21,0.63,0.31,0.99,0,0,35-44,Postpaid_Unlimited,5G_Device,4G+,Moderate,4.51658,0.15361000000000002,0.00191,0.12487999999999999,4.98364
SUB1037180,2026-03-19,0.12,1.28,2.67,1.26,1,1,18-24,Postpaid_Basic,Mid_Range,3G,Very_Light,0.05694,0.14378,0.045649999999999996,0.16175,0.42347
SUB2724854,2026-04-15,1.29,0.85,0.12,0.07,0,1,35-44,Postpaid_Basic,Mid_Range,4G,Light,1.3003099999999999,0.18794999999999998,0.00069,0.011859999999999999,1.54492
SUB5748584,2026-03-28,1.13,1.24,0.29,0.98,0,0,25-34,Prepaid_Monthly,Tablet,4G,Light,1.2437,0.2686,0.00207,0.16982,1.6982899999999999
SUB8585159,2026-03-28,0.54,0.13,0.06,0.0,0,0,45-54,Postpaid_Unlimited,Mid_Range,3G,Very_Light,0.32817,0.01849,0.00082,0.0,0.38569
SUB3154327,2026-03-30,1.2,2.06,0.24,0.04,0,1,18-24,Postpaid_Premium,Premium_Smartphone,4G,Moderate,2.07745,0.5373,0.00419,0.0078,2.49158
SUB6059667,2026-03-29,0.36,6.0,0.18,0.88,1,0,25-34,Postpaid_Premium,Tablet,3G,Light,0.22244999999999998,0.75097,0.00292,0.10514,1.16872
SUB7514948,2026-03-25,0.19,2.06,0.13,0.05,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Light,0.21937,0.45561,0.0019399999999999999,0.00296,0.70637
SUB4055068,2026-04-16,0.26,1.03,0.22,0.34,1,0,25-34,Prepaid_Daily,Basic_Phone,4G,Light,0.24935,0.19391,0.004030000000000001,0.05196,0.5362899999999999
SUB2534230,2026-04-09,0.56,0.6,0.31,0.11,0,0,45-54,Postpaid_Basic,Mid_Range,4G,Light,0.65537,0.15309999999999999,0.00281,0.01602,0.92955
SUB9375741,2026-04-14,1.33,2.84,0.47,2.59,0,1,18-24,Prepaid_Monthly,Mid_Range,4G,Moderate,1.27942,0.8153400000000001,0.00786,0.32964,2.36078
SUB2676099,2026-04-06,8.0,3.1,2.37,2.09,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,Power_User,9.16036,0.48201,0.01554,0.31643,10.88214
SUB3126861,2026-04-03,2.87,3.89,1.81,0.43,1,1,35-44,Prepaid_Monthly,Premium_Smartphone,4G,Moderate,3.34011,1.1392200000000001,0.03304,0.07278,4.56503
SUB2000294,2026-03-24,4.76,3.28,1.04,0.84,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,Heavy,6.946470000000001,0.96688,0.01489,0.10246,8.43276
SUB8689969,2026-03-19,0.3,1.25,1.1,0.02,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.09713,0.18691999999999998,0.01295,0.00252,0.33125
SUB5411887,2026-04-07,2.1,0.63,0.19,1.08,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,Light,1.66601,0.15206999999999998,0.0037400000000000003,0.14071,1.8896099999999998
SUB5324660,2026-04-05,1.69,3.07,1.17,0.6,0,1,45-54,Postpaid_Unlimited,5G_Device,5G,Heavy,4.30938,1.2229400000000001,0.01401,0.07590999999999999,6.03002
SUB8940312,2026-04-02,1.99,0.73,0.01,0.02,0,0,55+,Prepaid_Daily,Mid_Range,4G,Moderate,2.2017800000000003,0.12553,8.999999999999999e-05,0.00083,2.5028699999999997
SUB6207188,2026-04-15,1.42,0.51,0.03,0.72,1,1,25-34,Postpaid_Basic,Mid_Range,5G,Moderate,3.42779,0.13019999999999998,0.00039,0.08662,3.53106
SUB2712503,2026-04-15,8.0,0.48,0.81,0.23,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,Heavy,7.99172,0.11051000000000001,0.0075899999999999995,0.04047,8.10361
SUB7934430,2026-03-31,0.29,0.52,0.03,0.01,0,0,45-54,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.09222,0.0639,0.00017,0.00165,0.19371000000000002
SUB8601709,2026-04-10,3.8,0.29,0.21,0.88,0,0,35-44,Postpaid_Premium,Mid_Range,5G,Power_User,12.353309999999999,0.11576,0.00173,0.056240000000000005,11.79755
SUB2594362,2026-04-09,1.29,0.44,1.21,1.06,0,0,25-34,Postpaid_Basic,Premium_Smartphone,5G,Moderate,2.76613,0.17534,0.00858,0.19999,3.00903
SUB1558981,2026-04-07,0.53,6.0,1.92,1.92,1,0,25-34,Postpaid_Unlimited,5G_Device,4G,Moderate,0.75817,1.46359,0.02571,0.08054,2.22287
SUB5001070,2026-04-02,0.06,1.53,0.12,0.11,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.02599,0.22863,0.00069,0.01835,0.2969
SUB4386243,2026-03-31,4.2,0.88,0.19,0.08,0,0,35-44,Postpaid_Unlimited,5G_Device,4G,Heavy,5.63405,0.21048,0.00114,0.00879,6.476430000000001
SUB2350417,2026-03-25,1.17,6.0,0.89,0.84,0,0,35-44,Postpaid_Unlimited,Mid_Range,5G,Moderate,3.43933,1.95899,0.00683,0.10059,5.10961
SUB6169619,2026-03-22,0.97,6.0,0.28,0.3,0,0,18-24,Postpaid_Basic,Mid_Range,4G,Light,0.80525,1.03197,0.00367,0.01317,2.00117
SUB3581505,2026-03-25,2.14,0.35,0.15,0.11,1,0,35-44,Postpaid_Unlimited,Basic_Phone,5G,Heavy,6.25168,0.10723999999999999,0.00276,0.00747,6.89107
SUB4918949,2026-04-07,1.57,1.11,0.33,0.47,0,1,35-44,Postpaid_Premium,Mid_Range,5G,Heavy,5.14247,0.39019,0.00302,0.032799999999999996,5.370220000000001
SUB4609134,2026-04-08,0.96,0.77,0.09,0.35,1,0,45-54,Prepaid_Daily,5G_Device,5G,Moderate,2.03993,0.27784,0.00045,0.06054,2.81406
SUB6243174,2026-03-31,1.21,1.31,1.06,0.37,0,0,18-24,Prepaid_Daily,5G_Device,5G,Moderate,3.0061799999999996,0.3985,0.00704,0.05614,3.60961
SUB8813516,2026-03-28,1.08,1.75,0.49,4.88,1,1,45-54,Postpaid_Unlimited,5G_Device,5G,Moderate,2.81663,0.47745,0.0049299999999999995,0.5570700000000001,4.35918
SUB1176615,2026-04-03,0.26,0.45,0.4,0.57,0,1,35-44,Prepaid_Monthly,5G_Device,4G,Very_Light,0.2043,0.11861,0.00229,0.06774,0.45944999999999997
SUB4295453,2026-04-06,0.47,0.69,0.22,0.14,0,0,55+,Prepaid_Daily,Premium_Smartphone,4G,Light,0.43404000000000004,0.19082,0.004019999999999999,0.020329999999999997,0.7209800000000001
SUB1291464,2026-04-09,1.55,1.42,1.51,3.13,0,0,45-54,Prepaid_Monthly,5G_Device,4G,Moderate,1.79757,0.38268,0.02469,0.40318,2.6634
SUB6645812,2026-04-15,2.62,3.57,0.78,1.09,1,1,18-24,Prepaid_Daily,Premium_Smartphone,5G,Heavy,6.24004,0.95669,0.0062699999999999995,0.09903,6.89979
SUB9697318,2026-04-16,1.48,0.41,0.18,0.0,0,1,55+,Prepaid_Monthly,Mid_Range,4G,Light,1.21326,0.10746,0.0035600000000000002,0.0,1.35629
SUB4477084,2026-04-07,0.14,0.13,0.21,0.25,0,0,55+,Postpaid_Premium,Mid_Range,4G,Very_Light,0.26994,0.03007,0.00387,0.01726,0.35874
SUB4369415,2026-03-20,1.11,3.56,4.0,0.99,0,0,35-44,Postpaid_Premium,Premium_Smartphone,4G+,Moderate,2.4816599999999998,1.20007,0.03247,0.15480000000000002,3.68211
SUB3949908,2026-04-12,1.79,1.23,0.25,0.06,1,0,35-44,Prepaid_Monthly,Mid_Range,5G,Moderate,3.3691500000000003,0.40662,0.00221,0.01115,3.97486
SUB1563506,2026-04-07,3.66,1.75,0.95,0.2,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G,Heavy,6.66571,0.4089,0.00767,0.02795,6.46675
SUB1077175,2026-04-08,1.84,2.84,0.5,0.54,1,0,18-24,Postpaid_Premium,Mid_Range,4G,Moderate,3.0804099999999996,0.46881,0.00622,0.08261,3.45683
SUB7687666,2026-04-05,4.36,1.79,0.02,3.04,0,1,35-44,Postpaid_Basic,5G_Device,4G,Moderate,3.32453,0.51139,0.00034,0.5254500000000001,4.26626
SUB9251043,2026-04-08,0.65,1.68,1.09,0.17,1,0,35-44,Postpaid_Basic,Mid_Range,3G,Very_Light,0.23213999999999999,0.20012,0.01726,0.01253,0.47891
SUB2223981,2026-03-26,1.09,2.27,2.17,0.4,0,1,25-34,Prepaid_Monthly,Mid_Range,3G,Light,0.37075,0.2089,0.024739999999999998,0.06054,0.6485299999999999
SUB9765940,2026-04-12,0.36,1.02,0.06,0.06,0,0,18-24,Prepaid_Monthly,Basic_Phone,4G,Light,0.36088,0.27274,0.00033,0.00828,0.6819700000000001
SUB5981505,2026-03-28,3.41,2.49,1.96,1.33,1,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G,Heavy,4.9101099999999995,0.63714,0.0255,0.18336000000000002,6.37766
SUB8278492,2026-03-26,2.25,0.4,0.39,0.14,0,0,25-34,Prepaid_Daily,Mid_Range,4G+,Moderate,2.43148,0.10026,0.0045899999999999995,0.02625,2.8107399999999996
SUB2857084,2026-04-01,0.74,0.74,0.26,1.79,0,1,55+,Postpaid_Unlimited,5G_Device,4G,Light,0.77204,0.11156,0.00413,0.08122,1.13352
SUB7208087,2026-04-02,2.12,0.84,0.02,0.34,0,0,35-44,Prepaid_Monthly,5G_Device,3G,Light,0.7443099999999999,0.09208,0.00013000000000000002,0.05609,1.02104
SUB1401072,2026-03-25,0.35,2.66,0.1,0.37,0,1,35-44,Prepaid_Daily,5G_Device,4G,Light,0.33162,0.50751,0.00198,0.04046,0.9556
SUB2264008,2026-04-12,1.46,0.47,0.14,0.1,0,0,45-54,Postpaid_Basic,Premium_Smartphone,4G+,Light,1.85067,0.11616,0.00209,0.01011,1.88402
SUB5264423,2026-04-12,4.53,2.39,1.53,3.41,1,1,25-34,Prepaid_Daily,5G_Device,5G,Power_User,8.99658,0.77324,0.02497,0.60381,10.79415
SUB7933705,2026-04-07,7.09,2.57,0.03,0.18,1,1,55+,Postpaid_Unlimited,Premium_Smartphone,4G,Power_User,10.616969999999998,0.39267,0.00025,0.01757,10.2953
SUB5523669,2026-04-10,0.6,0.2,0.09,0.04,1,1,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light,0.27723000000000003,0.0289,0.00063,0.0019399999999999999,0.36419999999999997
SUB4346386,2026-04-04,0.58,1.57,0.1,0.03,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,3G,Light,0.28731,0.18981,0.00145,0.0034100000000000003,0.56862
SUB9329442,2026-03-30,2.62,0.91,4.0,0.02,0,1,18-24,Prepaid_Monthly,5G_Device,5G,Heavy,6.065189999999999,0.30939,0.06196,0.00369,7.08582
SUB2767413,2026-03-23,3.44,0.57,1.43,0.09,0,0,35-44,Postpaid_Premium,5G_Device,3G,Moderate,2.39673,0.04579,0.02373,0.01089,2.61613
SUB4926888,2026-03-19,1.04,1.53,0.16,1.88,0,1,45-54,Postpaid_Premium,Premium_Smartphone,4G,Light,1.42591,0.29081,0.0008399999999999999,0.30672000000000005,2.03762
SUB1956011,2026-04-09,1.05,0.76,0.17,0.58,1,0,35-44,Postpaid_Premium,Basic_Phone,5G,Moderate,4.48813,0.29858999999999997,0.00302,0.115,5.05509
SUB6408792,2026-03-30,0.36,0.66,0.03,0.04,0,0,45-54,Prepaid_Daily,Premium_Smartphone,3G,Very_Light,0.15131,0.05329,0.00033,0.00475,0.26048000000000004
SUB7034207,2026-04-13,1.6,2.59,1.77,3.95,1,0,25-34,Postpaid_Basic,Premium_Smartphone,5G,Moderate,3.5554200000000002,1.00173,0.02264,0.17746,4.99266
SUB1594091,2026-03-30,1.03,3.91,0.41,0.12,0,0,18-24,Postpaid_Premium,Basic_Phone,5G,Heavy,4.05242,1.35879,0.0048,0.00893,5.76359
SUB9738676,2026-04-04,0.13,1.89,0.74,0.79,0,0,18-24,Postpaid_Basic,5G_Device,5G,Light,0.20731,0.63706,0.00475,0.1245,1.07976
SUB9884263,2026-04-03,2.67,0.47,0.36,1.54,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Moderate,2.7910500000000003,0.14044,0.0060999999999999995,0.2889,3.12542
SUB2109229,2026-03-29,1.01,2.43,0.27,0.08,1,0,25-34,Postpaid_Basic,Mid_Range,3G,Light,0.47197,0.21583000000000002,0.0030800000000000003,0.01238,0.6827300000000001
SUB4826562,2026-03-21,0.61,2.07,0.12,0.22,1,1,25-34,Prepaid_Monthly,Mid_Range,3G,Light,0.25766,0.24899000000000002,0.00177,0.027710000000000002,0.54132
SUB3234967,2026-04-14,0.97,3.28,0.3,0.01,0,0,25-34,Postpaid_Premium,Mid_Range,4G,Light,1.44285,0.54786,0.00279,0.00152,1.89685
SUB3332214,2026-03-25,1.43,0.65,0.02,0.11,0,0,25-34,Postpaid_Basic,Mid_Range,4G,Light,1.0087300000000001,0.17473,0.00017999999999999998,0.00774,1.14141
SUB9175602,2026-03-20,0.5,1.15,0.51,0.1,1,0,55+,Postpaid_Basic,Mid_Range,4G+,Light,0.67274,0.28437,0.009380000000000001,0.016300000000000002,1.10416
SUB4737973,2026-03-20,2.0,1.01,0.09,0.1,0,0,45-54,Prepaid_Monthly,5G_Device,5G,Moderate,4.81921,0.34402,0.00124,0.0074800000000000005,4.97322
