user_id,hours_streaming,hours_social,hours_messaging,hours_gaming,background_data_mb,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,measurement_date
SUB1571650,4.02,0.13,0.12,0.09,47.77,0,1,35-44,Prepaid_Daily,Mid_Range,4G,2026-03-26
SUB5476576,3.22,0.46,0.31,0.74,70.54,0,1,25-34,Postpaid_Unlimited,5G_Device,3G,2026-03-21
SUB9774533,1.22,4.98,0.01,0.13,56.46,0,0,18-24,Prepaid_Monthly,Mid_Range,4G,2026-03-31
SUB3863793,0.53,0.44,0.25,0.58,34.13,0,0,45-54,Postpaid_Premium,Mid_Range,4G,2026-03-27
SUB5909047,1.54,1.01,0.71,0.11,52.95,0,0,35-44,Postpaid_Basic,5G_Device,4G,2026-04-04
SUB7881289,0.19,0.8,0.05,0.01,18.99,0,0,45-54,Prepaid_Daily,Mid_Range,3G,2026-04-17
SUB8422212,0.23,0.15,0.08,0.18,35.06,1,0,45-54,Postpaid_Basic,Basic_Phone,5G,2026-04-08
SUB4757974,0.04,1.45,0.05,0.35,184.89,0,1,55+,Postpaid_Premium,Premium_Smartphone,5G,2026-04-11
SUB9791689,5.5,1.8,0.59,0.03,48.1,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-04-05
SUB8211179,1.67,2.02,1.04,0.1,56.89,0,0,18-24,Prepaid_Daily,Premium_Smartphone,4G,2026-03-24
SUB9767500,0.27,2.83,0.06,0.82,172.37,1,0,25-34,Prepaid_Monthly,5G_Device,5G,2026-03-22
SUB5199591,6.81,1.8,1.71,0.59,78.11,0,1,18-24,Postpaid_Premium,5G_Device,4G+,2026-03-26
SUB6500545,0.0,0.95,0.09,0.06,24.88,0,0,25-34,Prepaid_Daily,Basic_Phone,5G,2026-03-21
SUB9291923,0.81,0.78,0.14,0.01,36.64,0,0,35-44,Prepaid_Monthly,Mid_Range,3G,2026-04-13
SUB4154240,3.29,0.72,2.66,0.31,104.64,1,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-03
SUB8796324,1.22,5.23,0.28,0.81,57.3,0,1,25-34,Postpaid_Premium,Mid_Range,4G+,2026-04-16
SUB9112074,0.66,0.86,0.24,0.14,146.5,0,0,55+,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-27
SUB3190222,0.37,0.1,0.05,0.07,18.51,1,0,18-24,Postpaid_Basic,Basic_Phone,3G,2026-04-07
SUB3719269,8.0,3.28,0.8,6.0,200.0,1,1,25-34,Postpaid_Unlimited,Premium_Smartphone,5G,2026-04-14
SUB8235574,0.27,1.17,0.01,1.67,59.35,0,0,35-44,Postpaid_Premium,5G_Device,4G,2026-04-14
SUB6672354,0.72,0.89,0.03,0.24,82.65,0,1,45-54,Prepaid_Monthly,Tablet,4G,2026-03-20
SUB6205597,2.42,2.38,0.92,0.79,86.27,0,1,25-34,Postpaid_Basic,5G_Device,4G,2026-03-28
SUB6284958,0.93,0.2,0.0,0.14,39.14,1,0,18-24,Prepaid_Monthly,Basic_Phone,5G,2026-03-22
SUB1786667,2.58,0.99,0.62,0.21,117.69,0,1,35-44,Prepaid_Daily,Premium_Smartphone,4G,2026-03-28
SUB2712503,8.0,0.48,0.81,0.23,42.91,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-15
SUB4609736,1.01,1.14,0.46,0.01,111.08,0,0,18-24,Prepaid_Monthly,5G_Device,5G,2026-04-09
SUB9060833,1.64,4.27,0.12,4.81,177.45,0,1,35-44,Postpaid_Basic,5G_Device,5G,2026-03-26
SUB7638155,4.71,0.76,0.5,0.82,76.71,0,0,25-34,Postpaid_Unlimited,Tablet,4G,2026-03-19
SUB2384418,3.24,1.1,0.59,2.57,125.42,1,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-03-25
SUB1386594,0.19,0.07,0.25,0.12,44.24,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,2026-03-20
SUB3869760,0.47,0.16,0.04,0.2,70.3,0,0,55+,Postpaid_Basic,Premium_Smartphone,4G,2026-03-30
SUB2092501,1.24,0.08,0.01,0.01,70.69,0,1,55+,Prepaid_Daily,Tablet,4G,2026-03-25
SUB6238331,1.14,1.78,0.25,1.45,60.91,0,1,25-34,Postpaid_Basic,Premium_Smartphone,3G,2026-03-19
SUB9525631,0.66,1.34,1.25,0.32,124.06,1,0,25-34,Prepaid_Daily,5G_Device,4G,2026-04-08
SUB2135964,2.12,6.0,0.95,0.82,104.28,0,0,25-34,Postpaid_Unlimited,5G_Device,4G+,2026-04-12
SUB3155748,8.0,0.5,0.9,1.84,97.91,1,0,25-34,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-21
SUB4925282,0.7,0.45,0.03,0.73,34.97,1,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-03-30
SUB1873172,2.3,3.5,0.01,0.02,49.75,0,0,35-44,Postpaid_Premium,Mid_Range,4G,2026-04-14
SUB9910852,1.35,6.0,0.14,0.47,47.58,1,0,25-34,Postpaid_Basic,Mid_Range,4G,2026-03-21
SUB6655378,0.31,0.96,0.35,0.07,52.42,0,0,25-34,Postpaid_Basic,Premium_Smartphone,3G,2026-03-29
SUB5873594,0.81,2.87,0.09,2.53,98.28,0,0,18-24,Postpaid_Basic,Premium_Smartphone,5G,2026-04-10
SUB5063309,8.0,1.87,0.13,0.85,180.96,1,0,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-03-24
SUB7941245,6.64,2.05,1.51,0.96,80.58,0,0,25-34,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-22
SUB8817304,4.06,3.25,2.08,2.61,123.24,0,1,25-34,Postpaid_Premium,Tablet,4G+,2026-03-28
SUB1829735,0.89,1.99,0.03,1.24,82.4,0,0,35-44,Postpaid_Basic,Mid_Range,4G+,2026-03-29
SUB8021862,0.23,1.35,1.5,0.19,85.82,0,1,35-44,Postpaid_Premium,5G_Device,3G,2026-03-23
SUB9351245,3.84,1.35,0.16,0.7,88.01,0,1,25-34,Postpaid_Unlimited,Mid_Range,4G+,2026-03-22
SUB6282591,8.0,1.71,0.05,0.78,63.7,0,1,35-44,Prepaid_Monthly,Premium_Smartphone,4G,2026-03-24
SUB8483058,1.09,1.09,1.02,0.32,73.06,0,0,25-34,Prepaid_Daily,Premium_Smartphone,4G+,2026-03-21
SUB3562469,4.71,2.09,1.61,0.29,101.27,0,1,18-24,Postpaid_Premium,5G_Device,4G,2026-04-01
SUB4086176,0.56,1.61,0.49,1.12,93.19,1,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-05
SUB7509590,0.36,1.95,0.01,0.26,51.06,1,0,25-34,Prepaid_Daily,Mid_Range,3G,2026-04-08
SUB6345854,1.28,0.59,0.15,0.17,55.51,1,0,35-44,Prepaid_Monthly,Mid_Range,3G,2026-04-07
SUB8490200,0.79,1.61,0.46,0.56,89.74,0,0,35-44,Prepaid_Daily,Mid_Range,5G,2026-04-02
SUB5883680,0.06,1.19,0.21,0.15,42.91,0,0,55+,Postpaid_Premium,Mid_Range,4G+,2026-04-04
SUB4681262,0.61,0.37,0.19,0.4,99.56,0,0,55+,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-03
SUB5633078,1.52,1.17,0.19,0.62,45.35,0,0,18-24,Postpaid_Basic,Premium_Smartphone,3G,2026-03-23
SUB3609089,1.22,0.84,0.2,0.32,95.48,1,0,55+,Prepaid_Monthly,5G_Device,4G,2026-04-05
SUB3508749,5.58,3.55,0.22,2.15,90.17,1,0,35-44,Postpaid_Unlimited,5G_Device,4G,2026-04-10
SUB1914228,0.39,2.94,0.18,0.03,95.04,1,0,35-44,Prepaid_Daily,Premium_Smartphone,4G,2026-04-02
SUB1953959,1.48,0.9,0.41,0.68,16.46,0,0,18-24,Postpaid_Unlimited,Basic_Phone,3G,2026-04-10
SUB8905477,0.54,0.87,0.99,0.06,90.36,0,0,45-54,Prepaid_Monthly,5G_Device,4G,2026-03-30
SUB4369538,0.37,2.04,0.77,0.2,78.88,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G+,2026-03-23
SUB1345266,0.49,2.39,0.44,0.1,95.04,0,1,45-54,Postpaid_Basic,Premium_Smartphone,4G+,2026-03-24
SUB5537358,2.84,2.61,0.63,0.13,70.84,0,1,18-24,Postpaid_Basic,Premium_Smartphone,4G,2026-03-24
SUB7867100,1.44,2.65,0.51,0.22,101.18,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-04-14
SUB6275034,1.6,1.44,0.96,1.52,87.19,0,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-04-04
SUB8553974,8.0,0.57,0.08,0.38,89.31,0,0,18-24,Postpaid_Premium,Tablet,5G,2026-03-30
SUB7097091,1.15,3.89,0.21,0.52,160.98,0,1,18-24,Prepaid_Daily,5G_Device,5G,2026-03-27
SUB4177993,6.05,0.94,0.08,3.08,34.01,0,0,25-34,Prepaid_Monthly,5G_Device,3G,2026-04-16
SUB8705092,3.17,1.33,2.16,0.23,91.43,0,0,18-24,Postpaid_Basic,5G_Device,4G,2026-04-06
SUB8583354,0.12,1.02,0.03,0.09,42.66,0,0,25-34,Postpaid_Unlimited,Basic_Phone,4G+,2026-04-11
SUB4131209,1.35,0.28,0.35,0.02,62.62,0,0,35-44,Postpaid_Basic,5G_Device,3G,2026-04-10
SUB6813365,0.21,0.84,0.01,0.02,33.04,0,0,45-54,Postpaid_Unlimited,Basic_Phone,4G,2026-04-06
SUB5057893,1.13,1.31,0.87,0.21,100.24,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-04-05
SUB6691276,2.17,0.8,0.25,0.04,30.05,0,0,18-24,Postpaid_Basic,Mid_Range,3G,2026-04-13
SUB6397662,2.13,3.23,1.13,0.25,38.45,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-21
SUB2805468,0.07,3.87,0.53,0.2,75.81,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G+,2026-03-27
SUB4427975,1.04,0.39,0.04,0.3,61.98,0,0,55+,Postpaid_Premium,Mid_Range,4G+,2026-04-13
SUB7356228,0.3,2.89,0.09,0.14,87.23,1,0,45-54,Postpaid_Premium,Mid_Range,4G+,2026-03-28
SUB9514716,0.15,0.37,0.04,0.96,42.09,0,1,25-34,Postpaid_Premium,Basic_Phone,4G,2026-03-21
SUB6525633,2.26,0.52,0.05,0.48,49.69,0,0,18-24,Prepaid_Daily,5G_Device,3G,2026-04-10
SUB3080154,1.57,0.91,0.89,2.89,108.67,0,0,45-54,Postpaid_Basic,5G_Device,5G,2026-04-12
SUB3244702,1.33,1.25,0.83,2.12,77.0,0,0,45-54,Prepaid_Monthly,5G_Device,5G,2026-03-21
SUB4377778,0.19,0.13,0.47,0.3,88.02,0,0,45-54,Prepaid_Daily,5G_Device,4G,2026-03-28
SUB6735193,3.29,0.42,0.12,0.92,104.94,0,0,45-54,Postpaid_Unlimited,5G_Device,4G+,2026-03-26
SUB8726890,1.07,0.49,2.17,0.09,66.91,0,0,25-34,Postpaid_Basic,5G_Device,4G+,2026-04-14
SUB6897498,3.68,0.92,0.05,0.59,115.21,1,0,18-24,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-31
SUB9357956,8.0,0.96,0.2,0.92,36.12,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,3G,2026-03-21
SUB9204298,2.24,0.51,0.3,0.25,51.07,0,0,25-34,Postpaid_Unlimited,5G_Device,3G,2026-03-30
SUB9776957,0.95,3.78,4.0,1.0,34.1,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-03-30
SUB6843493,0.14,0.45,0.06,0.07,24.38,1,1,25-34,Prepaid_Daily,Basic_Phone,4G,2026-03-29
SUB4386501,1.36,5.18,0.03,2.37,89.23,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,3G,2026-03-27
SUB8395350,1.25,3.37,0.13,1.22,63.25,0,0,25-34,Prepaid_Monthly,Mid_Range,5G,2026-03-20
SUB5588334,1.02,2.79,0.03,0.1,150.32,0,0,25-34,Postpaid_Premium,Premium_Smartphone,5G,2026-03-21
SUB9464685,3.45,0.81,0.02,0.12,78.56,0,0,18-24,Postpaid_Premium,Mid_Range,5G,2026-03-31
SUB8168362,0.15,1.09,1.71,1.53,55.14,0,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-04-04
SUB5327819,1.73,3.53,0.29,0.12,99.35,0,1,45-54,Postpaid_Unlimited,Tablet,4G,2026-04-16
SUB8284953,0.28,0.06,0.07,0.0,28.57,0,1,45-54,Prepaid_Monthly,Basic_Phone,4G,2026-03-28
SUB2255564,0.7,2.93,0.91,0.61,68.84,0,1,25-34,Postpaid_Basic,Mid_Range,5G,2026-04-06
SUB9514493,1.27,1.23,0.09,0.77,53.34,0,1,25-34,Prepaid_Monthly,Mid_Range,4G,2026-04-10
SUB9930264,3.1,0.92,0.75,1.6,56.55,0,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,2026-04-14
SUB5424507,0.66,0.95,0.48,0.12,37.12,0,1,35-44,Postpaid_Basic,Mid_Range,4G,2026-04-16
SUB3792427,2.05,2.62,0.12,0.87,79.37,0,1,25-34,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-17
SUB4357679,0.42,2.05,0.09,0.02,42.44,1,0,25-34,Postpaid_Basic,Mid_Range,4G+,2026-03-20
SUB6748035,0.33,0.08,0.05,0.05,19.07,0,0,45-54,Prepaid_Monthly,Mid_Range,3G,2026-03-20
SUB5390020,0.89,2.55,3.36,0.0,95.19,0,0,25-34,Postpaid_Basic,Mid_Range,5G,2026-04-06
SUB3681719,0.27,1.84,0.08,0.99,69.18,1,0,18-24,Postpaid_Premium,Premium_Smartphone,3G,2026-03-20
SUB1890695,1.78,0.69,0.05,0.65,47.8,1,0,18-24,Prepaid_Monthly,Mid_Range,4G,2026-04-05
SUB1838761,3.71,3.44,0.3,0.07,87.75,0,1,25-34,Postpaid_Unlimited,Premium_Smartphone,4G,2026-04-15
SUB8367664,0.8,0.36,0.05,0.35,98.71,1,0,25-34,Prepaid_Daily,Mid_Range,4G+,2026-03-30
SUB9888923,0.77,0.38,0.2,0.18,22.36,0,0,45-54,Postpaid_Basic,Mid_Range,3G,2026-03-26
SUB6352825,0.11,0.16,0.35,0.0,75.24,0,0,25-34,Postpaid_Basic,Mid_Range,4G+,2026-04-17
SUB9887324,1.43,2.0,0.4,1.88,148.1,0,1,35-44,Prepaid_Daily,Premium_Smartphone,5G,2026-04-08
SUB4321127,0.09,3.19,1.23,0.05,140.12,0,1,25-34,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-04
SUB3559272,0.5,4.07,0.29,0.03,72.38,0,0,25-34,Postpaid_Unlimited,5G_Device,4G,2026-04-13
SUB3276106,2.01,1.65,1.01,0.19,78.87,0,0,25-34,Postpaid_Basic,Mid_Range,4G+,2026-03-27
SUB7960534,0.38,0.22,0.1,0.04,18.7,0,0,25-34,Prepaid_Monthly,Basic_Phone,4G,2026-04-05
SUB8374592,1.2,0.53,0.05,0.09,60.32,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,2026-04-13
SUB7575716,1.19,2.91,0.49,0.13,52.85,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,2026-04-09
SUB3002324,1.6,0.82,0.05,0.95,60.08,1,0,45-54,Prepaid_Monthly,Mid_Range,4G,2026-03-24
SUB7262105,0.17,1.35,0.07,0.79,30.95,0,0,25-34,Postpaid_Unlimited,Basic_Phone,4G,2026-04-05
SUB7671318,1.8,1.36,0.29,0.19,94.77,1,1,18-24,Prepaid_Monthly,Mid_Range,4G+,2026-03-26
SUB1494592,1.69,1.23,0.77,2.12,112.67,0,1,18-24,Postpaid_Basic,Premium_Smartphone,5G,2026-03-25
SUB4578226,0.39,0.19,0.12,0.03,83.89,0,0,18-24,Prepaid_Daily,5G_Device,4G,2026-04-10
SUB7149031,0.84,1.43,0.16,0.65,53.65,0,0,25-34,Postpaid_Premium,Mid_Range,4G,2026-04-04
SUB3427540,1.03,0.62,0.65,0.35,117.46,0,0,18-24,Postpaid_Premium,Premium_Smartphone,5G,2026-03-24
SUB2715630,1.19,3.05,0.39,4.1,61.94,0,1,18-24,Postpaid_Basic,5G_Device,4G,2026-03-29
SUB1318408,0.5,0.52,0.02,1.19,39.72,0,0,25-34,Prepaid_Daily,Mid_Range,4G,2026-03-21
SUB9856884,1.08,1.73,0.73,0.24,67.32,0,0,35-44,Postpaid_Basic,5G_Device,4G,2026-04-10
SUB9900019,1.17,0.51,0.29,0.0,96.33,0,0,18-24,Prepaid_Monthly,Tablet,4G,2026-03-27
SUB4117172,0.86,0.41,0.26,0.72,73.02,0,1,25-34,Prepaid_Monthly,5G_Device,4G,2026-04-13
SUB7304680,4.32,2.01,0.22,0.35,126.74,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-25
SUB5235042,0.21,2.43,0.15,0.06,70.23,0,0,55+,Postpaid_Premium,Premium_Smartphone,4G+,2026-03-29
SUB2898739,1.78,0.82,0.37,0.03,86.13,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G,2026-04-12
SUB2017433,1.53,1.79,0.67,0.04,56.03,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-03-24
SUB9104010,2.64,2.18,0.88,0.42,83.44,0,0,35-44,Postpaid_Unlimited,5G_Device,5G,2026-04-05
SUB5661029,0.46,3.22,0.08,0.32,93.61,0,1,35-44,Postpaid_Basic,Mid_Range,5G,2026-04-13
SUB4678086,0.17,0.14,1.88,0.23,55.68,0,0,18-24,Postpaid_Basic,5G_Device,3G,2026-04-16
SUB2581530,0.64,0.96,0.02,0.54,39.83,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,2026-03-25
SUB3087258,0.04,0.07,0.01,0.04,28.98,0,0,25-34,Postpaid_Basic,Basic_Phone,4G,2026-04-02
SUB5856447,0.34,0.53,0.03,0.06,114.71,0,0,55+,Postpaid_Basic,Premium_Smartphone,4G+,2026-03-30
SUB9369066,0.24,3.53,0.5,0.46,110.33,1,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,2026-04-14
SUB7857658,0.39,0.13,0.14,0.03,15.33,0,0,35-44,Prepaid_Monthly,Basic_Phone,3G,2026-03-20
SUB1996530,3.47,6.0,1.42,0.23,114.55,1,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-22
SUB3601623,1.37,3.07,0.02,0.08,71.64,0,1,25-34,Postpaid_Basic,Mid_Range,4G+,2026-04-08
SUB7231219,1.51,1.34,0.56,0.24,84.85,0,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,2026-03-31
SUB5108997,0.19,0.76,0.03,0.02,63.69,0,0,45-54,Prepaid_Daily,Mid_Range,5G,2026-04-17
SUB4364695,0.46,1.23,0.02,1.0,69.37,0,0,35-44,Prepaid_Monthly,Mid_Range,5G,2026-03-26
SUB2045482,0.53,0.38,0.15,0.01,83.84,0,0,45-54,Prepaid_Monthly,Mid_Range,5G,2026-03-19
SUB6786265,1.2,0.42,0.44,0.54,72.88,0,1,45-54,Prepaid_Monthly,Mid_Range,5G,2026-04-17
SUB6908635,0.9,0.62,0.98,0.01,80.46,1,0,55+,Postpaid_Premium,Premium_Smartphone,4G,2026-04-13
SUB8487345,1.33,0.49,0.03,0.02,44.78,0,0,35-44,Prepaid_Monthly,Mid_Range,4G+,2026-04-06
SUB1570451,0.53,0.94,1.03,0.7,79.55,0,0,25-34,Prepaid_Daily,5G_Device,4G,2026-04-13
SUB9408424,0.07,0.74,0.51,0.17,25.38,0,1,18-24,Postpaid_Basic,Basic_Phone,3G,2026-03-26
SUB1967344,1.34,0.23,0.35,0.04,19.19,0,1,35-44,Postpaid_Basic,Mid_Range,3G,2026-03-20
SUB3412149,0.46,2.26,0.05,0.09,55.62,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,2026-04-10
SUB6398869,0.15,0.55,0.0,0.25,24.4,0,1,25-34,Prepaid_Daily,Basic_Phone,4G,2026-03-27
SUB4352252,1.61,1.23,1.3,0.71,48.32,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,2026-03-22
SUB4732839,0.84,1.13,0.17,0.08,57.2,0,0,45-54,Prepaid_Daily,Mid_Range,4G+,2026-04-07
SUB8022336,0.37,0.11,0.61,0.27,23.55,1,0,45-54,Postpaid_Unlimited,Basic_Phone,4G+,2026-04-09
SUB6768927,2.28,0.51,0.06,0.28,85.23,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-17
SUB3878604,0.96,2.8,0.01,3.68,107.57,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,2026-04-04
SUB5327858,0.68,1.11,0.19,0.29,35.24,0,0,35-44,Prepaid_Daily,Mid_Range,4G,2026-04-04
SUB8433533,4.15,0.13,0.98,0.31,99.1,1,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,2026-03-25
SUB9652831,0.62,2.6,0.72,0.2,130.11,1,1,25-34,Prepaid_Daily,Tablet,4G,2026-03-25
SUB6984684,0.3,0.64,0.35,0.43,54.16,0,0,25-34,Prepaid_Monthly,5G_Device,3G,2026-03-31
SUB3694287,0.5,0.28,0.01,0.82,36.6,0,0,25-34,Prepaid_Monthly,Basic_Phone,4G+,2026-03-23
SUB7511634,0.52,2.62,1.09,0.06,71.31,0,0,35-44,Postpaid_Premium,Mid_Range,5G,2026-04-12
SUB5621056,6.02,5.66,0.12,0.32,37.69,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,3G,2026-04-09
SUB9976973,1.21,0.98,0.32,1.38,54.19,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,2026-03-26
SUB1703662,0.19,0.09,0.09,0.04,40.78,0,1,55+,Prepaid_Monthly,Basic_Phone,4G,2026-04-16
SUB2305585,0.82,0.24,0.1,0.13,29.1,0,0,18-24,Postpaid_Premium,Mid_Range,3G,2026-03-23
SUB5092097,0.97,0.65,0.19,0.15,36.88,1,0,25-34,Postpaid_Unlimited,Basic_Phone,4G,2026-04-03
SUB3659440,2.73,0.98,0.23,0.38,170.68,0,1,25-34,Postpaid_Basic,Premium_Smartphone,5G,2026-03-29
SUB4943645,1.77,6.0,1.47,0.04,106.77,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G+,2026-03-24
SUB5495013,0.12,0.53,0.6,0.37,20.26,0,0,25-34,Prepaid_Monthly,Basic_Phone,4G+,2026-04-14
SUB7094467,1.71,0.92,0.48,0.97,86.6,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-03-26
SUB6517366,0.84,3.26,0.62,0.18,87.22,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,2026-03-30
SUB4448678,4.3,4.97,0.18,0.6,105.03,1,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,2026-03-24
SUB6211593,1.0,1.74,2.23,1.86,161.34,1,0,35-44,Prepaid_Monthly,Tablet,5G,2026-03-20
SUB9370262,0.78,1.88,0.79,0.37,60.53,0,0,25-34,Prepaid_Daily,Tablet,4G,2026-03-24
SUB5846769,5.45,3.15,0.68,1.7,126.92,1,0,18-24,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-07
SUB8449607,1.36,1.21,1.32,0.56,79.11,0,0,45-54,Postpaid_Basic,5G_Device,4G,2026-03-23
SUB5043064,0.57,0.17,0.06,0.04,17.79,1,0,18-24,Prepaid_Daily,Basic_Phone,3G,2026-03-19
SUB3602967,0.46,0.68,0.29,0.28,171.41,1,1,45-54,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-15
SUB4438550,0.32,1.87,0.01,0.52,51.08,0,0,55+,Postpaid_Unlimited,Premium_Smartphone,4G,2026-03-22
SUB1076218,1.51,0.65,0.53,1.0,129.65,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,5G,2026-03-21
SUB7878974,0.24,0.14,0.02,0.28,33.75,0,0,55+,Prepaid_Monthly,Mid_Range,4G,2026-03-21
SUB1770044,0.19,0.25,0.06,0.11,11.52,0,0,45-54,Postpaid_Premium,Basic_Phone,3G,2026-04-07
SUB6579079,0.77,0.56,0.24,0.13,29.7,0,0,55+,Postpaid_Unlimited,Mid_Range,4G,2026-04-16
SUB4185714,0.95,0.31,0.24,0.07,69.19,0,0,35-44,Postpaid_Basic,Premium_Smartphone,3G,2026-03-26
SUB2728096,0.89,1.0,0.64,1.38,82.87,1,0,18-24,Prepaid_Monthly,Tablet,3G,2026-04-01
SUB9736347,2.69,2.88,0.76,0.97,49.22,1,0,45-54,Postpaid_Unlimited,Mid_Range,4G,2026-03-19
SUB9860935,7.53,3.64,0.89,0.28,135.61,1,1,18-24,Postpaid_Basic,5G_Device,4G,2026-04-07
SUB8667105,0.38,0.67,0.1,0.05,56.2,1,0,18-24,Prepaid_Monthly,Basic_Phone,4G+,2026-03-30
SUB3694946,8.0,3.79,0.02,0.16,93.79,0,1,25-34,Postpaid_Basic,5G_Device,5G,2026-04-03
SUB5229215,1.96,1.16,2.6,1.53,95.75,1,1,25-34,Postpaid_Premium,5G_Device,3G,2026-04-14
SUB2922135,0.8,1.34,0.02,0.07,20.41,0,0,25-34,Postpaid_Basic,Basic_Phone,5G,2026-04-07
SUB8021855,0.75,1.32,0.79,0.5,47.32,0,0,35-44,Postpaid_Unlimited,Mid_Range,4G,2026-03-27
SUB1978039,0.29,0.05,0.02,0.02,15.67,0,0,55+,Postpaid_Basic,Basic_Phone,5G,2026-03-20
SUB9997354,2.22,4.54,0.05,0.41,68.67,1,0,18-24,Postpaid_Unlimited,Tablet,3G,2026-03-23
SUB8352207,0.13,0.28,0.2,0.33,43.86,0,0,55+,Postpaid_Basic,Mid_Range,4G,2026-04-09
SUB1499876,1.44,0.8,0.05,0.23,79.05,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G+,2026-04-13
SUB2962165,6.42,0.3,0.24,1.94,69.32,0,0,18-24,Postpaid_Basic,Mid_Range,4G,2026-04-13
SUB8985620,1.25,0.48,0.14,0.06,72.72,0,1,25-34,Prepaid_Daily,5G_Device,3G,2026-03-19
SUB1611213,0.79,0.44,0.18,0.07,63.45,1,0,45-54,Prepaid_Monthly,Mid_Range,4G,2026-03-29
SUB1768734,1.5,2.58,0.1,1.0,77.13,1,0,35-44,Postpaid_Premium,Mid_Range,4G,2026-03-27
SUB8750575,1.83,0.55,0.16,0.96,45.25,0,0,45-54,Postpaid_Premium,Mid_Range,5G,2026-04-14
SUB5241361,1.89,0.38,0.73,0.02,117.05,1,1,35-44,Prepaid_Daily,Premium_Smartphone,4G+,2026-04-08
SUB6511174,0.12,0.34,0.18,0.29,35.69,1,0,25-34,Prepaid_Monthly,Basic_Phone,5G,2026-04-09
SUB2839433,2.7,1.25,0.73,0.07,92.52,0,0,18-24,Prepaid_Daily,Premium_Smartphone,5G,2026-04-04
SUB7569632,1.16,0.17,0.37,0.4,40.22,0,0,35-44,Postpaid_Unlimited,Basic_Phone,5G,2026-04-06
SUB4672214,2.03,0.58,0.84,1.26,65.59,0,0,18-24,Prepaid_Daily,Premium_Smartphone,3G,2026-04-16
SUB3026580,4.26,0.91,0.15,0.36,64.96,0,0,35-44,Postpaid_Premium,Premium_Smartphone,3G,2026-03-25
SUB8229039,0.13,0.51,0.34,0.41,48.48,0,0,45-54,Postpaid_Basic,Mid_Range,4G,2026-03-19
SUB8507324,1.29,0.51,0.23,0.17,41.24,0,0,35-44,Postpaid_Basic,Mid_Range,3G,2026-04-07
SUB7202258,2.14,1.14,0.01,0.04,172.99,1,0,55+,Prepaid_Monthly,Premium_Smartphone,5G,2026-04-01
SUB5339235,0.16,0.3,0.0,0.0,7.65,0,1,25-34,Prepaid_Monthly,Basic_Phone,3G,2026-04-05
