user_id,customer_tenure_months,contract_duration_months,monthly_bill_usd,support_calls_6months,churn_probability,churn_status,churn_reason,churn_risk_category,support_calls_group
SUB8951036,48,6,30.87,0,0.042,0,,Very_Low,0 calls
SUB7869989,1,1,7.45,3,0.819,0,,Very_High,3-4 calls
SUB2369277,3,6,8.42,2,0.382,1,Relocation/Moving,Low,1-2 calls
SUB6522567,36,24,51.21,2,0.11,0,,Very_Low,1-2 calls
SUB7722090,6,24,35.68,2,0.157,0,,Very_Low,1-2 calls
SUB1749971,24,12,41.04,3,0.219,0,,Low,3-4 calls
SUB9222502,3,6,15.38,0,0.176,0,,Very_Low,0 calls
SUB8749972,1,3,22.34,1,0.76,1,Price Too High,High,1-2 calls
SUB5460276,6,6,86.48,1,0.143,0,,Very_Low,1-2 calls
SUB8456688,24,1,77.66,4,0.11,0,,Very_Low,3-4 calls
SUB5075837,18,1,23.34,2,0.11,0,,Very_Low,1-2 calls
SUB3233706,6,12,43.02,1,0.205,0,,Low,1-2 calls
SUB7094645,18,24,81.4,3,0.143,0,,Very_Low,3-4 calls
SUB9874365,18,1,109.03,4,0.154,0,,Very_Low,3-4 calls
SUB3054376,18,6,14.14,4,0.315,0,,Low,3-4 calls
SUB2185111,48,1,54.24,1,0.048,0,,Very_Low,1-2 calls
SUB5961828,24,6,23.5,0,0.063,0,,Very_Low,0 calls
SUB8732752,24,24,68.21,2,0.124,0,,Very_Low,1-2 calls
SUB3392919,12,1,16.05,1,0.132,0,,Very_Low,1-2 calls
SUB2500948,18,12,33.88,2,0.136,0,,Very_Low,1-2 calls
SUB7327090,3,1,44.74,5,0.42,1,Poor Customer Service,Medium,5+ calls
SUB5107834,6,6,26.92,1,0.165,0,,Very_Low,1-2 calls
SUB3408630,12,6,44.58,1,0.526,1,Service Not Needed,Medium,1-2 calls
SUB6837196,24,6,84.04,1,0.124,0,,Very_Low,1-2 calls
SUB9095213,6,12,31.22,5,0.22,0,,Low,5+ calls
SUB3702994,12,24,7.6,2,0.252,0,,Low,1-2 calls
SUB6919626,60,3,13.47,6,0.315,1,Price Too High,Low,5+ calls
SUB6557805,6,12,79.43,1,0.143,0,,Very_Low,1-2 calls
SUB5902444,18,6,84.33,2,0.074,0,,Very_Low,1-2 calls
SUB1192512,3,24,81.16,0,0.059,0,,Very_Low,0 calls
SUB4714379,12,24,29.44,3,0.553,1,Price Too High,Medium,3-4 calls
SUB6845447,6,1,44.4,1,0.236,0,,Low,1-2 calls
SUB2549420,1,24,23.51,3,0.921,1,Price Too High,Very_High,3-4 calls
SUB4345647,18,12,91.54,1,0.079,0,,Very_Low,1-2 calls
SUB9312934,6,24,28.49,0,0.284,0,,Low,0 calls
SUB4900379,6,12,17.86,4,0.461,0,,Medium,3-4 calls
SUB4804409,36,1,55.15,7,0.232,1,Network Quality Issues,Low,5+ calls
SUB7722055,6,12,81.9,2,0.055,0,,Very_Low,1-2 calls
SUB2520982,12,12,7.38,1,0.328,1,Relocation/Moving,Low,1-2 calls
SUB7281646,48,3,23.22,1,0.073,0,,Very_Low,1-2 calls
SUB4998422,1,12,46.49,1,0.147,0,,Very_Low,1-2 calls
SUB7426288,48,12,44.1,2,0.052,0,,Very_Low,1-2 calls
SUB3164563,12,24,11.55,3,0.344,0,,Low,3-4 calls
SUB6181377,24,12,85.88,2,0.096,0,,Very_Low,1-2 calls
SUB6281091,6,6,43.17,0,0.115,0,,Very_Low,0 calls
SUB5408285,12,24,69.9,0,0.092,0,,Very_Low,0 calls
SUB9012369,12,12,18.05,4,0.425,1,Price Too High,Medium,3-4 calls
SUB5204955,48,6,13.79,3,0.205,1,Network Quality Issues,Low,3-4 calls
SUB6059667,18,1,67.89,0,0.142,0,,Very_Low,0 calls
SUB9090736,3,12,67.18,1,0.191,0,,Very_Low,1-2 calls
SUB3985696,18,1,89.0,3,0.186,0,,Very_Low,3-4 calls
SUB9143179,36,24,63.21,4,0.186,0,,Very_Low,3-4 calls
SUB9826233,3,24,9.96,0,0.336,0,,Low,0 calls
SUB4301106,6,3,23.21,2,0.461,1,Relocation/Moving,Medium,1-2 calls
SUB2372070,18,1,20.35,1,0.079,0,,Very_Low,1-2 calls
SUB3593726,60,12,108.82,0,0.039,0,,Very_Low,0 calls
SUB7721308,12,3,43.59,2,0.09,0,,Very_Low,1-2 calls
SUB9241353,18,12,14.1,3,0.76,1,Price Too High,High,3-4 calls
SUB6670706,3,6,24.53,1,0.532,1,Network Quality Issues,Medium,1-2 calls
SUB5450252,24,12,83.6,1,0.026,0,,Very_Low,1-2 calls
SUB9494630,3,24,61.34,0,0.084,0,,Very_Low,0 calls
SUB6655635,6,6,94.13,6,0.158,0,,Very_Low,5+ calls
SUB5975045,24,12,23.33,0,0.164,0,,Very_Low,0 calls
SUB1470529,24,6,48.49,1,0.195,1,Network Quality Issues,Very_Low,1-2 calls
SUB1161445,6,24,19.76,0,0.246,0,,Low,0 calls
SUB4834242,36,1,10.46,1,0.191,1,Relocation/Moving,Very_Low,1-2 calls
SUB7494503,24,6,10.16,2,0.273,0,,Low,1-2 calls
SUB1684029,18,3,24.13,5,0.41,0,,Medium,5+ calls
SUB6337355,3,3,40.56,2,0.21,0,,Low,1-2 calls
SUB9898978,48,12,116.48,1,0.034,0,,Very_Low,1-2 calls
SUB7981440,12,6,9.82,1,0.252,0,,Low,1-2 calls
SUB4999694,12,6,82.49,4,0.047,0,,Very_Low,3-4 calls
SUB4308505,48,6,26.65,4,0.154,0,,Very_Low,3-4 calls
SUB9201428,60,6,15.0,1,0.055,0,,Very_Low,1-2 calls
SUB1208944,24,3,16.02,1,0.157,0,,Very_Low,1-2 calls
SUB6186686,24,24,23.84,1,0.157,0,,Very_Low,1-2 calls
SUB8576472,6,12,26.53,2,0.337,0,,Low,1-2 calls
SUB2361303,6,3,62.35,3,0.95,1,Service Not Needed,Very_High,3-4 calls
SUB5201765,18,1,72.41,2,0.096,0,,Very_Low,1-2 calls
SUB8964443,60,1,61.67,4,0.133,0,,Very_Low,3-4 calls
SUB3894100,24,6,16.31,1,0.236,0,,Low,1-2 calls
SUB5666805,24,6,62.46,4,0.307,1,Poor Customer Service,Low,3-4 calls
SUB2197162,6,3,43.91,0,0.189,0,,Very_Low,0 calls
SUB2046161,12,12,116.99,4,0.066,0,,Very_Low,3-4 calls
SUB7674851,6,24,23.95,3,0.461,1,Price Too High,Medium,3-4 calls
SUB5688482,6,1,88.79,2,0.118,0,,Very_Low,1-2 calls
SUB9348022,24,1,83.03,3,0.165,0,,Very_Low,3-4 calls
SUB7983604,1,6,83.16,4,0.22,1,Better Competitor Offer,Low,3-4 calls
SUB2897501,3,6,11.84,3,0.945,1,Network Quality Issues,Very_High,3-4 calls
SUB5754619,12,6,42.76,1,0.304,0,,Low,1-2 calls
SUB7465377,6,12,45.23,4,0.658,1,Network Quality Issues,High,3-4 calls
SUB7129439,48,1,8.74,6,0.147,0,,Very_Low,5+ calls
SUB4885250,3,6,19.6,3,0.439,1,Price Too High,Medium,3-4 calls
SUB9991899,6,24,104.18,3,0.127,0,,Very_Low,3-4 calls
SUB5902059,3,24,19.88,0,0.426,1,Network Quality Issues,Medium,0 calls
SUB7607912,36,12,5.05,3,0.22,0,,Low,3-4 calls
SUB6573694,3,1,34.09,1,0.39,1,Relocation/Moving,Low,1-2 calls
SUB6228566,6,12,11.37,3,0.799,0,,High,3-4 calls
SUB1719407,18,12,41.69,1,0.136,0,,Very_Low,1-2 calls
SUB3538143,1,3,42.81,3,0.472,0,,Medium,3-4 calls
SUB1337913,24,12,16.73,2,0.11,0,,Very_Low,1-2 calls
SUB1328821,24,24,57.97,2,0.11,0,,Very_Low,1-2 calls
SUB4887008,6,12,12.1,3,0.614,1,Relocation/Moving,High,3-4 calls
SUB7725275,12,6,99.65,2,0.082,0,,Very_Low,1-2 calls
SUB4615652,18,6,117.31,3,0.146,0,,Very_Low,3-4 calls
SUB6193734,48,1,14.86,2,0.074,0,,Very_Low,1-2 calls
SUB9457411,18,12,73.07,2,0.074,0,,Very_Low,1-2 calls
SUB8772580,6,24,34.65,5,0.45,1,Poor Customer Service,Medium,5+ calls
SUB1807744,12,24,47.24,1,0.304,1,Relocation/Moving,Low,1-2 calls
SUB6720622,12,6,18.59,2,0.284,0,,Low,1-2 calls
SUB9634012,12,6,19.71,1,0.246,0,,Low,1-2 calls
SUB7933705,12,1,105.61,0,0.036,0,,Very_Low,0 calls
SUB6545403,6,12,18.76,0,0.094,0,,Very_Low,0 calls
SUB1017297,36,12,8.42,1,0.147,1,Price Too High,Very_Low,1-2 calls
SUB1788443,6,6,17.49,2,0.354,0,,Low,1-2 calls
SUB4265962,12,12,34.6,0,0.197,0,,Very_Low,0 calls
SUB7010334,6,12,116.42,1,0.102,0,,Very_Low,1-2 calls
SUB6752613,12,12,49.62,1,0.088,0,,Very_Low,1-2 calls
SUB2333572,18,6,21.67,2,0.157,0,,Very_Low,1-2 calls
SUB6637025,24,12,26.04,2,0.11,0,,Very_Low,1-2 calls
SUB9072879,24,12,21.99,5,0.315,0,,Low,5+ calls
SUB5701669,24,1,7.13,0,0.252,1,Network Quality Issues,Low,0 calls
SUB4765056,12,3,35.73,2,0.351,1,Service Not Needed,Low,1-2 calls
SUB4325315,1,24,14.92,0,0.504,1,Network Quality Issues,Medium,0 calls
SUB6217092,12,3,55.69,1,0.126,0,,Very_Low,1-2 calls
SUB9264605,1,6,30.34,1,0.315,1,Relocation/Moving,Low,1-2 calls
SUB1828791,60,3,83.81,2,0.037,0,,Very_Low,1-2 calls
SUB4820887,12,1,93.86,1,0.082,0,,Very_Low,1-2 calls
SUB7652346,12,1,115.43,0,0.094,0,,Very_Low,0 calls
SUB3846274,3,6,14.04,1,0.819,1,Network Quality Issues,Very_High,1-2 calls
SUB6988099,60,24,105.57,1,0.039,0,,Very_Low,1-2 calls
SUB8069337,12,24,53.02,1,0.164,0,,Very_Low,1-2 calls
SUB8871917,6,12,70.42,3,0.215,0,,Low,3-4 calls
SUB6446079,3,12,6.16,0,0.437,1,Price Too High,Medium,0 calls
SUB1376794,18,12,13.35,0,0.118,0,,Very_Low,0 calls
SUB4878450,12,12,119.38,3,0.094,1,Relocation/Moving,Very_Low,3-4 calls
SUB4033349,6,24,25.6,4,0.461,1,Network Quality Issues,Medium,3-4 calls
SUB7407054,1,24,9.01,1,0.546,1,Price Too High,Medium,1-2 calls
SUB1782877,1,12,25.37,1,0.22,0,,Low,1-2 calls
SUB5902825,18,12,83.93,4,0.079,0,,Very_Low,3-4 calls
SUB8068132,12,6,47.22,5,0.328,0,,Low,5+ calls
SUB7299492,36,6,85.97,4,0.072,0,,Very_Low,3-4 calls
SUB6798946,24,6,19.13,1,0.11,0,,Very_Low,1-2 calls
SUB8236694,18,6,18.71,1,0.205,0,,Low,1-2 calls
SUB6928643,18,24,47.07,0,0.12,0,,Very_Low,0 calls
SUB7049850,24,24,32.51,2,0.074,0,,Very_Low,1-2 calls
SUB1850350,24,6,18.4,4,0.219,0,,Low,3-4 calls
SUB9556255,6,3,15.13,2,0.399,0,,Low,1-2 calls
SUB3333679,3,1,22.67,3,0.95,1,Relocation/Moving,Very_High,3-4 calls
SUB1435477,24,24,26.78,2,0.205,0,,Low,1-2 calls
SUB8736484,6,24,70.62,0,0.115,0,,Very_Low,0 calls
SUB6651944,24,6,19.28,6,0.41,0,,Medium,5+ calls
SUB5327308,18,12,10.46,0,0.252,0,,Low,0 calls
SUB2581420,6,12,12.07,2,0.472,0,,Medium,1-2 calls
SUB1786261,36,6,25.35,4,0.215,0,,Low,3-4 calls
SUB4494708,18,3,110.34,2,0.146,0,,Very_Low,1-2 calls
SUB7952314,12,1,27.21,2,0.369,0,,Low,1-2 calls
SUB4079042,6,3,6.05,0,0.252,0,,Low,0 calls
SUB7665769,60,12,16.81,4,0.177,0,,Very_Low,3-4 calls
SUB7538655,36,6,78.59,2,0.077,0,,Very_Low,1-2 calls
SUB9514668,3,24,43.55,1,0.147,0,,Very_Low,1-2 calls
SUB6968633,24,1,19.86,3,0.165,0,,Very_Low,3-4 calls
SUB7898046,3,6,50.6,5,0.382,0,,Low,5+ calls
SUB4077099,6,3,35.53,0,0.246,0,,Low,0 calls
SUB3844180,60,24,11.77,4,0.157,0,,Very_Low,3-4 calls
SUB7758699,36,24,8.21,0,0.153,0,,Very_Low,0 calls
SUB8983939,18,24,49.46,5,0.315,1,Poor Customer Service,Low,5+ calls
SUB6066112,18,1,58.22,1,0.143,0,,Very_Low,1-2 calls
SUB5093886,1,12,89.67,1,0.157,1,Better Competitor Offer,Very_Low,1-2 calls
SUB9950668,6,1,28.21,3,0.506,1,Relocation/Moving,Medium,3-4 calls
SUB6301358,6,3,76.64,2,0.165,0,,Very_Low,1-2 calls
SUB2506145,1,1,7.64,6,0.95,1,Poor Customer Service,Very_High,5+ calls
SUB3648202,24,6,105.55,3,0.102,0,,Very_Low,3-4 calls
SUB2192931,6,1,39.22,2,0.205,1,Network Quality Issues,Low,1-2 calls
SUB5889084,18,6,48.96,3,0.157,0,,Very_Low,3-4 calls
SUB8133456,1,3,9.85,1,0.546,1,Price Too High,Medium,1-2 calls
SUB1871522,1,24,8.49,0,0.504,1,Price Too High,Medium,0 calls
SUB7049531,3,12,71.55,2,0.147,0,,Very_Low,1-2 calls
SUB7890709,24,6,13.73,0,0.118,0,,Very_Low,0 calls
SUB3181906,18,24,10.44,3,0.41,1,Price Too High,Medium,3-4 calls
SUB9990884,3,1,6.56,0,0.235,0,,Low,0 calls
SUB2500134,12,6,10.58,1,0.328,1,Network Quality Issues,Low,1-2 calls
SUB3604884,18,12,34.9,0,0.203,0,,Low,0 calls
SUB2705243,48,1,16.13,3,0.177,0,,Very_Low,3-4 calls
SUB5274692,24,1,20.73,6,0.409,1,Poor Customer Service,Medium,5+ calls
SUB1239779,3,24,24.75,3,0.331,0,,Low,3-4 calls
SUB3975605,6,3,51.12,4,0.215,0,,Low,3-4 calls
SUB6099154,12,24,116.01,4,0.263,1,Poor Customer Service,Low,3-4 calls
SUB7289249,3,1,47.88,0,0.252,1,Relocation/Moving,Low,0 calls
SUB9152885,18,24,32.42,2,0.105,0,,Very_Low,1-2 calls
SUB7164014,48,6,15.36,2,0.102,0,,Very_Low,1-2 calls
SUB8499412,6,12,34.3,4,0.307,0,,Low,3-4 calls
SUB7216074,60,3,72.25,3,0.028,0,,Very_Low,3-4 calls
SUB6333968,6,3,39.91,3,0.236,0,,Low,3-4 calls
SUB5588727,12,6,19.19,2,0.319,1,Relocation/Moving,Low,1-2 calls
SUB9325032,6,6,37.64,1,0.236,0,,Low,1-2 calls
SUB9978989,6,1,105.13,3,0.177,0,,Very_Low,3-4 calls
SUB4683909,12,6,107.95,1,0.117,1,Better Competitor Offer,Very_Low,1-2 calls
SUB2539600,1,3,50.75,1,0.103,0,,Very_Low,1-2 calls
SUB8465106,12,24,23.24,2,0.189,1,Relocation/Moving,Very_Low,1-2 calls
SUB6083801,24,24,18.96,1,0.266,0,,Low,1-2 calls
SUB3227503,36,1,78.64,3,0.15,0,,Very_Low,3-4 calls
SUB4070771,6,12,7.87,2,0.292,1,Price Too High,Low,1-2 calls
SUB2143647,18,6,39.36,1,0.052,0,,Very_Low,1-2 calls
SUB8156406,36,24,26.82,1,0.143,1,Price Too High,Very_Low,1-2 calls
SUB2416953,24,3,41.97,2,0.225,1,Relocation/Moving,Low,1-2 calls
SUB3694245,12,1,34.25,3,0.246,0,,Low,3-4 calls
SUB1421280,3,24,105.2,2,0.074,0,,Very_Low,1-2 calls
SUB1909245,18,24,14.3,1,0.21,0,,Low,1-2 calls
SUB1341207,60,24,77.99,2,0.037,0,,Very_Low,1-2 calls
SUB2230746,24,6,70.06,0,0.088,0,,Very_Low,0 calls
SUB4289791,36,1,113.95,6,0.205,0,,Low,5+ calls
SUB1592632,3,1,30.35,2,0.315,0,,Low,1-2 calls
SUB2162189,48,24,36.07,0,0.039,0,,Very_Low,0 calls
SUB6730385,1,6,96.16,5,0.95,1,Better Competitor Offer,Very_High,5+ calls
SUB9802907,36,24,42.45,1,0.096,0,,Very_Low,1-2 calls
SUB3381486,6,24,33.89,2,0.236,0,,Low,1-2 calls
SUB7713070,18,6,18.85,3,0.154,0,,Very_Low,3-4 calls
SUB9168326,6,12,9.55,2,0.287,0,,Low,1-2 calls
SUB6393455,3,3,27.87,2,0.614,1,Network Quality Issues,High,1-2 calls
SUB1125438,6,6,85.14,1,0.077,0,,Very_Low,1-2 calls
SUB4770183,12,12,80.11,0,0.119,0,,Very_Low,0 calls
SUB8085904,48,3,6.42,4,0.236,0,,Low,3-4 calls
SUB7699744,12,6,85.39,2,0.115,0,,Very_Low,1-2 calls
SUB3801445,1,12,43.98,1,0.105,0,,Very_Low,1-2 calls
SUB7839789,1,12,30.49,0,0.084,0,,Very_Low,0 calls
SUB9570556,3,6,105.36,1,0.195,0,,Very_Low,1-2 calls
SUB3582814,1,6,26.81,2,0.585,1,Price Too High,Medium,1-2 calls
SUB4769457,12,1,77.92,1,0.246,0,,Low,1-2 calls
SUB2206751,12,24,35.11,4,0.132,0,,Very_Low,3-4 calls
SUB1953692,60,12,82.41,1,0.048,0,,Very_Low,1-2 calls
SUB1217770,6,12,22.14,0,0.319,0,,Low,0 calls
SUB5099906,18,3,26.74,1,0.157,0,,Very_Low,1-2 calls
SUB5836917,24,6,42.56,2,0.157,0,,Very_Low,1-2 calls
SUB7969129,12,6,22.58,1,0.319,1,Relocation/Moving,Low,1-2 calls
SUB6910184,18,3,15.33,2,0.205,0,,Low,1-2 calls
SUB7082199,60,6,73.12,4,0.072,1,Network Quality Issues,Very_Low,3-4 calls
SUB6301533,6,3,37.17,2,0.079,0,,Very_Low,1-2 calls
SUB2790008,1,12,85.04,7,0.86,1,Better Competitor Offer,Very_High,5+ calls
SUB2826525,12,24,49.87,2,0.09,1,Service Not Needed,Very_Low,1-2 calls
SUB5513070,12,1,40.23,5,0.491,1,Poor Customer Service,Medium,5+ calls
SUB8417874,18,12,112.71,2,0.079,1,Relocation/Moving,Very_Low,1-2 calls
SUB7151537,24,12,99.7,1,0.068,0,,Very_Low,1-2 calls
SUB5466951,36,24,29.51,3,0.116,0,,Very_Low,3-4 calls
SUB2478768,12,6,118.53,1,0.044,0,,Very_Low,1-2 calls
SUB8089478,3,24,18.8,3,0.709,1,Price Too High,High,3-4 calls
SUB6124674,12,24,14.77,1,0.378,0,,Low,1-2 calls
SUB9326435,3,12,42.03,1,0.585,1,Network Quality Issues,Medium,1-2 calls
SUB1402980,3,3,116.95,4,0.266,1,Poor Customer Service,Low,3-4 calls
SUB8557260,1,12,115.09,3,0.11,0,,Very_Low,3-4 calls
SUB7932667,48,3,14.41,1,0.157,0,,Very_Low,1-2 calls
SUB3531528,24,6,71.52,2,0.074,0,,Very_Low,1-2 calls
SUB3108542,3,6,63.61,2,0.191,0,,Very_Low,1-2 calls
SUB7922496,48,6,16.22,1,0.056,0,,Very_Low,1-2 calls
SUB4502626,36,3,75.52,1,0.051,0,,Very_Low,1-2 calls
SUB2386689,48,12,41.5,3,0.154,0,,Very_Low,3-4 calls
SUB3846230,1,24,29.08,3,0.709,1,Network Quality Issues,High,3-4 calls
SUB3118433,1,3,89.83,1,0.21,0,,Low,1-2 calls
SUB6553535,1,12,26.72,1,0.41,1,Network Quality Issues,Medium,1-2 calls
SUB4678621,60,6,26.23,0,0.082,0,,Very_Low,0 calls
SUB5556766,18,6,11.65,2,0.21,0,,Low,1-2 calls
SUB7227018,3,6,86.25,1,0.248,1,Better Competitor Offer,Low,1-2 calls
SUB6000546,48,12,30.61,2,0.068,0,,Very_Low,1-2 calls
SUB7971138,12,6,23.53,3,0.369,0,,Low,3-4 calls
SUB9607009,24,12,45.04,3,0.236,1,Network Quality Issues,Low,3-4 calls
SUB9547900,18,6,8.73,3,0.472,1,Price Too High,Medium,3-4 calls
SUB8545189,18,12,113.89,2,0.098,1,Network Quality Issues,Very_Low,1-2 calls
SUB9852545,12,3,43.9,4,0.283,0,,Low,3-4 calls
SUB3681206,12,12,23.89,1,0.284,0,,Low,1-2 calls
SUB7643433,3,1,5.04,1,0.63,1,Price Too High,High,1-2 calls
SUB1187771,1,12,12.92,4,0.945,1,Poor Customer Service,Very_High,3-4 calls
SUB1237199,48,1,88.02,4,0.165,0,,Very_Low,3-4 calls
SUB8290213,48,12,31.7,0,0.042,0,,Very_Low,0 calls
SUB3857281,18,24,77.84,2,0.096,0,,Very_Low,1-2 calls
SUB3274316,12,1,6.94,3,0.378,0,,Low,3-4 calls
SUB1751518,1,24,45.21,3,0.878,1,Service Not Needed,Very_High,3-4 calls
SUB9227323,12,12,109.33,2,0.09,0,,Very_Low,1-2 calls
SUB1513313,18,1,15.57,1,0.307,0,,Low,1-2 calls
SUB3332214,6,24,49.28,1,0.205,0,,Low,1-2 calls
SUB6081820,6,12,81.74,5,0.307,0,,Low,5+ calls
SUB6266662,12,6,76.79,4,0.172,1,Poor Customer Service,Very_Low,3-4 calls
SUB3250397,12,24,14.14,0,0.101,0,,Very_Low,0 calls
SUB9291860,24,1,15.35,1,0.157,1,Price Too High,Very_Low,1-2 calls
SUB9843026,12,12,13.39,2,0.252,0,,Low,1-2 calls
SUB8726360,36,1,102.17,3,0.072,0,,Very_Low,3-4 calls
SUB8846613,12,12,32.38,1,0.126,0,,Very_Low,1-2 calls
SUB2472542,1,1,97.25,0,0.126,0,,Very_Low,0 calls
SUB9333648,3,12,14.03,3,0.63,1,Price Too High,High,3-4 calls
SUB5473014,24,6,29.4,2,0.292,1,Price Too High,Low,1-2 calls
SUB1562621,12,1,10.09,5,0.655,1,Network Quality Issues,High,5+ calls
SUB4529801,12,1,27.53,2,0.526,0,,Medium,1-2 calls
SUB5808163,60,12,7.44,2,0.074,0,,Very_Low,1-2 calls
SUB7284851,18,6,17.76,1,0.236,0,,Low,1-2 calls
SUB2598099,3,12,55.77,4,0.43,0,,Medium,3-4 calls
SUB2195885,12,6,8.2,1,0.426,0,,Medium,1-2 calls
SUB4898190,18,6,38.9,2,0.136,1,Relocation/Moving,Very_Low,1-2 calls
SUB8386133,1,24,107.78,0,0.084,0,,Very_Low,0 calls
SUB4388445,6,24,108.3,5,0.205,0,,Low,5+ calls
SUB3742974,60,24,25.97,1,0.055,0,,Very_Low,1-2 calls
SUB9197590,24,24,117.84,6,0.136,1,Poor Customer Service,Very_Low,5+ calls
SUB9182535,12,1,29.0,3,0.526,1,Service Not Needed,Medium,3-4 calls
SUB9066513,6,1,29.44,4,0.248,1,Network Quality Issues,Low,3-4 calls
SUB3584182,6,1,105.96,0,0.082,0,,Very_Low,0 calls
SUB5363089,36,24,61.38,0,0.054,0,,Very_Low,0 calls
SUB3797921,12,12,98.53,1,0.164,0,,Very_Low,1-2 calls
SUB9657768,36,1,77.95,2,0.077,1,Better Competitor Offer,Very_Low,1-2 calls
SUB1441904,48,12,22.49,1,0.102,0,,Very_Low,1-2 calls
SUB6070414,12,12,32.45,0,0.281,1,Network Quality Issues,Low,0 calls
SUB6092792,48,1,29.0,2,0.118,0,,Very_Low,1-2 calls
SUB1578526,6,6,39.95,2,0.236,0,,Low,1-2 calls
SUB7612208,6,3,12.97,0,0.328,1,Network Quality Issues,Low,0 calls
SUB8587676,3,24,24.89,3,0.472,0,,Medium,3-4 calls
SUB1837393,6,6,107.9,1,0.102,0,,Very_Low,1-2 calls
SUB6134544,24,12,115.81,3,0.102,0,,Very_Low,3-4 calls
SUB1814422,12,24,33.36,7,0.491,0,,Medium,5+ calls
SUB6305431,3,24,35.07,4,0.157,0,,Very_Low,3-4 calls
SUB3263429,3,6,57.82,2,0.105,0,,Very_Low,1-2 calls
SUB4135812,12,6,46.78,0,0.262,0,,Low,0 calls
SUB3938687,12,24,99.88,1,0.117,0,,Very_Low,1-2 calls
SUB6153435,24,3,12.57,4,0.409,0,,Medium,3-4 calls
SUB2416842,24,12,17.97,1,0.143,0,,Very_Low,1-2 calls
SUB4689024,3,24,92.32,3,0.236,0,,Low,3-4 calls
SUB5396650,6,24,89.15,1,0.146,0,,Very_Low,1-2 calls
SUB4702418,18,1,40.22,2,0.074,0,,Very_Low,1-2 calls
SUB4641771,3,6,10.93,1,0.71,1,Price Too High,High,1-2 calls
SUB7428099,24,6,54.96,3,0.077,0,,Very_Low,3-4 calls
SUB5079441,18,24,49.31,0,0.164,1,Service Not Needed,Very_Low,0 calls
SUB6356430,12,12,57.02,2,0.149,1,Network Quality Issues,Very_Low,1-2 calls
SUB7775602,18,6,49.68,1,0.096,0,,Very_Low,1-2 calls
SUB1960652,1,3,25.08,1,0.614,0,,High,1-2 calls
SUB3188370,12,24,12.64,3,0.491,0,,Medium,3-4 calls
SUB7985945,12,6,40.64,1,0.164,1,Network Quality Issues,Very_Low,1-2 calls
SUB4994528,12,24,11.94,1,0.378,1,Service Not Needed,Low,1-2 calls
SUB3076475,6,24,13.35,3,0.472,0,,Medium,3-4 calls
SUB3141912,12,1,26.69,1,0.189,0,,Very_Low,1-2 calls
SUB4144311,36,12,29.78,3,0.248,0,,Low,3-4 calls
SUB1285622,6,6,19.97,0,0.132,1,Network Quality Issues,Very_Low,0 calls
SUB2962889,1,6,6.12,3,0.63,0,,High,3-4 calls
SUB2396436,6,6,99.79,3,0.285,0,,Low,3-4 calls
SUB3195690,12,12,6.31,3,0.737,1,Service Not Needed,High,3-4 calls
SUB6170080,12,1,29.0,1,0.132,0,,Very_Low,1-2 calls
SUB5705815,12,24,16.9,4,0.284,0,,Low,3-4 calls
SUB3982410,36,12,102.07,6,0.157,0,,Very_Low,5+ calls
SUB7674192,48,6,15.39,1,0.118,1,Price Too High,Very_Low,1-2 calls
SUB2404355,12,3,7.08,4,0.265,0,,Low,3-4 calls
SUB6056093,1,12,9.59,2,0.42,0,,Medium,1-2 calls
SUB3464722,12,12,68.53,4,0.198,0,,Very_Low,3-4 calls
SUB7559442,3,6,78.33,1,0.147,1,Better Competitor Offer,Very_Low,1-2 calls
SUB6630761,6,24,16.15,1,0.399,1,Price Too High,Low,1-2 calls
SUB3901092,36,12,10.68,1,0.103,0,,Very_Low,1-2 calls
SUB2722907,12,24,21.02,2,0.284,0,,Low,1-2 calls
SUB3870574,36,24,48.78,0,0.109,0,,Very_Low,0 calls
SUB7882799,60,12,54.77,1,0.072,1,Relocation/Moving,Very_Low,1-2 calls
SUB8952017,12,12,5.81,1,0.126,0,,Very_Low,1-2 calls
SUB7921983,48,1,42.06,2,0.048,0,,Very_Low,1-2 calls
SUB7526925,18,24,24.86,0,0.351,0,,Low,0 calls
SUB6365986,3,24,48.97,2,0.21,0,,Low,1-2 calls
SUB7759291,12,12,49.81,4,0.246,0,,Low,3-4 calls
SUB9343528,18,6,117.96,1,0.038,1,Network Quality Issues,Very_Low,1-2 calls
SUB6532388,24,24,29.77,1,0.236,0,,Low,1-2 calls
SUB9020364,36,3,44.7,0,0.041,0,,Very_Low,0 calls
SUB8451747,18,12,24.66,1,0.399,1,Price Too High,Low,1-2 calls
SUB4881857,1,3,19.75,0,0.426,0,,Medium,0 calls
SUB5537871,3,24,8.55,3,0.95,1,Price Too High,Very_High,3-4 calls
SUB1291464,6,12,15.41,2,0.165,0,,Very_Low,1-2 calls
SUB5739400,6,3,14.29,3,0.331,1,Price Too High,Low,3-4 calls
SUB1118581,6,1,94.53,2,0.079,0,,Very_Low,1-2 calls
SUB6370807,18,3,44.48,4,0.38,0,,Low,3-4 calls
SUB4852256,12,12,8.32,0,0.101,0,,Very_Low,0 calls
SUB9727148,18,3,14.76,1,0.409,0,,Medium,1-2 calls
SUB1501590,12,6,16.23,5,0.265,0,,Low,5+ calls
SUB4360492,6,24,15.29,3,0.354,1,Relocation/Moving,Low,3-4 calls
