user_id,total_data_mb,total_data_gb,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,data_usage_category
SUB6334233,6156.63,6.012,5869.58,137.42,7.69,40.57,Heavy
SUB2406368,1822.17,1.779,669.89,1150.94,1.82,31.26,Light
SUB7841300,1057.61,1.033,230.68,67.84,3.14,660.28,Light
SUB6785267,6646.03,6.49,6383.66,513.83,1.09,49.05,Heavy
SUB2224744,12458.05,12.166,12264.59,188.98,9.67,199.56,Power_User
SUB6970226,2711.27,2.648,2641.71,150.88,3.96,8.27,Moderate
SUB5862894,2615.13,2.554,2094.83,160.21,11.64,367.08,Moderate
SUB3131018,8120.72,7.93,7650.19,271.23,9.09,39.78,Heavy
SUB9210710,3227.79,3.152,2089.27,1114.14,1.91,70.0,Moderate
SUB4489429,3715.92,3.629,3419.1,95.43,2.51,41.53,Moderate
SUB7888260,961.71,0.939,564.59,179.67,0.26,184.54,Light
SUB7478443,686.59,0.67,418.67,184.61,1.89,13.02,Light
SUB1294746,1144.41,1.118,963.4,137.8,0.12,9.3,Light
SUB6710754,1531.53,1.496,1249.3,148.07,1.79,78.1,Light
SUB6432019,4936.91,4.821,4561.72,174.5,7.62,62.98,Moderate
SUB5352892,1879.95,1.836,1529.29,348.22,0.12,73.08,Light
SUB2702159,623.9,0.609,87.48,345.81,20.29,57.97,Light
SUB4757985,6200.28,6.055,5531.93,377.15,14.69,7.91,Heavy
SUB4802177,2236.63,2.184,1936.38,178.56,1.44,13.39,Moderate
SUB9512558,2779.34,2.714,2333.46,374.24,1.78,44.37,Moderate
SUB2153224,813.0,0.794,602.17,109.92,1.96,8.66,Light
SUB3650235,3171.72,3.097,1390.14,1737.85,5.19,6.69,Moderate
SUB5740039,3188.63,3.114,3095.41,43.46,0.98,29.27,Moderate
SUB9299350,1528.01,1.492,1315.11,103.06,0.0,38.04,Light
SUB3303554,7673.61,7.494,7683.91,648.41,5.6,91.89,Heavy
SUB5020120,2758.71,2.694,2392.63,119.2,1.11,21.3,Moderate
SUB3946862,3229.0,3.153,2165.88,781.97,6.3,10.46,Moderate
SUB3676517,1721.9,1.682,1574.01,92.12,2.14,58.21,Light
SUB5307086,13498.77,13.182,13104.91,195.55,12.94,58.09,Power_User
SUB8331006,33982.42,33.186,32727.16,1732.71,0.98,6.38,Power_User
SUB9329442,7085.82,6.92,6065.19,309.39,61.96,3.69,Heavy
SUB7169912,6709.5,6.552,5339.76,627.72,6.9,69.9,Heavy
SUB9831924,7897.27,7.712,7576.57,194.96,30.05,20.41,Heavy
SUB4517741,1630.54,1.592,1265.13,102.55,7.56,91.97,Light
SUB7168563,2152.07,2.102,2156.02,78.56,31.58,0.61,Moderate
SUB4456653,248.45,0.243,227.73,20.24,0.95,5.35,Very_Light
SUB6429219,976.61,0.954,772.93,63.71,1.61,62.54,Light
SUB1475595,868.87,0.849,507.39,144.24,28.52,184.43,Light
SUB2888806,3745.76,3.658,3204.63,558.05,22.61,198.0,Moderate
SUB3148091,5441.45,5.314,4228.51,828.71,3.6,6.06,Heavy
SUB4961676,16979.14,16.581,15330.01,2279.69,21.24,295.39,Power_User
SUB2760462,1610.59,1.573,1248.24,214.9,0.54,5.08,Light
SUB5058848,2773.55,2.709,1327.23,1252.01,14.55,185.04,Moderate
SUB1809178,362.33,0.354,219.58,35.5,6.7,54.43,Very_Light
SUB8932310,1686.8,1.647,1424.54,76.26,7.68,0.44,Light
SUB5777402,5446.09,5.318,4940.45,986.65,0.12,47.5,Heavy
SUB7934106,494.7,0.483,343.53,67.91,6.34,0.0,Very_Light
SUB8486327,12267.56,11.98,10521.69,1859.92,10.03,25.72,Power_User
SUB3562605,6700.95,6.544,6673.99,447.43,7.66,14.86,Heavy
SUB1721037,1318.67,1.288,645.92,588.92,3.17,0.46,Light
SUB6507683,2390.78,2.335,1674.01,440.16,2.11,26.9,Moderate
SUB7417954,2683.94,2.621,2215.14,83.05,0.44,201.98,Moderate
SUB2021469,11099.67,10.84,10609.8,1035.93,13.44,149.16,Power_User
SUB7756350,5312.6,5.188,2897.47,1931.02,0.59,255.34,Heavy
SUB6779277,1205.83,1.178,102.09,291.0,0.63,801.82,Light
SUB3892371,7192.37,7.024,4764.89,869.99,25.57,1132.87,Heavy
SUB7970199,1438.88,1.405,1276.23,32.43,3.51,1.86,Light
SUB1463001,1509.54,1.474,959.75,448.06,0.35,52.97,Light
SUB7011493,127.72,0.125,23.99,51.88,0.09,0.0,Very_Light
SUB3822136,707.12,0.691,197.6,454.84,3.2,24.28,Light
SUB1515693,1530.45,1.495,1302.39,258.29,1.17,3.56,Light
SUB3636722,405.69,0.396,266.93,43.33,4.9,9.96,Very_Light
SUB8818114,3771.58,3.683,2664.22,624.45,0.15,90.96,Moderate
SUB1239017,2236.57,2.184,1071.09,802.81,1.87,64.0,Moderate
SUB1414994,914.83,0.893,563.0,232.89,1.05,26.81,Light
SUB1941768,1442.48,1.409,674.83,491.51,47.82,120.36,Light
SUB6712044,233.57,0.228,68.72,92.45,2.05,45.03,Very_Light
SUB9043846,2424.01,2.367,2061.05,219.2,2.54,34.14,Moderate
SUB2076941,1477.68,1.443,901.71,533.27,6.13,16.71,Light
SUB1465982,5362.36,5.237,5154.61,671.86,7.83,21.17,Heavy
SUB3538568,765.56,0.748,15.62,641.57,3.28,8.0,Light
SUB1273146,10420.33,10.176,10396.62,253.17,16.52,29.66,Power_User
SUB6453174,956.36,0.934,429.79,377.14,0.31,0.0,Light
SUB7124152,1555.41,1.519,1115.69,249.59,1.16,7.36,Light
SUB2164795,1291.68,1.261,77.89,1105.86,4.61,8.17,Light
SUB8130030,71.21,0.07,9.97,28.46,0.28,3.16,Very_Light
SUB3677747,655.55,0.64,569.31,30.21,0.51,1.43,Light
SUB3409381,187.68,0.183,9.38,159.49,1.05,1.92,Very_Light
SUB8026492,14154.36,13.823,14015.41,541.62,6.41,0.63,Power_User
SUB9309411,28271.95,27.609,26571.2,1521.76,47.98,217.07,Power_User
SUB7859216,719.45,0.703,350.05,280.36,3.2,0.0,Light
SUB3943295,2632.58,2.571,1562.22,1079.36,5.37,85.39,Moderate
SUB4283616,161.56,0.158,34.07,76.97,14.49,2.1,Very_Light
SUB1077175,3456.83,3.376,3080.41,468.81,6.22,82.61,Moderate
SUB3078808,1037.25,1.013,868.44,42.15,1.17,1.7,Light
SUB2357453,1015.36,0.992,669.66,296.44,5.84,68.61,Light
SUB4011786,1020.83,0.997,504.64,329.49,5.5,50.61,Light
SUB1095028,1762.42,1.721,1154.19,491.54,4.67,4.84,Light
SUB2558242,4135.84,4.039,3340.44,264.26,54.57,241.69,Moderate
SUB5319453,722.58,0.706,516.88,140.65,5.93,18.16,Light
SUB5948008,1436.58,1.403,955.38,187.02,6.54,88.57,Light
SUB6445315,4971.83,4.855,4620.88,41.56,1.58,281.31,Moderate
SUB9552442,8424.06,8.227,6887.48,1169.14,7.29,54.71,Heavy
SUB3367555,2507.55,2.449,1142.49,1393.31,11.48,20.32,Moderate
SUB4012359,1290.81,1.261,950.96,161.91,3.08,61.46,Light
SUB3414165,869.02,0.849,573.14,191.08,6.35,46.81,Light
SUB8204776,507.94,0.496,103.77,118.3,40.22,234.75,Very_Light
SUB4208823,1097.39,1.072,547.75,233.09,13.67,190.96,Light
SUB8457918,322.18,0.315,74.21,160.74,1.13,10.56,Very_Light
SUB6051646,864.85,0.845,375.6,359.91,1.76,110.53,Light
SUB4625654,1209.88,1.182,902.23,99.36,11.97,37.29,Light
SUB1285711,1305.03,1.274,304.41,620.13,4.44,154.06,Light
SUB6278172,5146.43,5.026,4384.51,347.77,0.23,8.21,Heavy
SUB7912880,7007.99,6.844,6654.98,307.12,18.88,214.47,Heavy
SUB1575919,29264.1,28.578,26641.09,1729.52,3.01,276.0,Power_User
SUB4331106,680.57,0.665,392.06,246.2,2.44,25.61,Light
SUB1422381,508.17,0.496,215.94,263.35,4.01,10.59,Very_Light
SUB1976433,159.41,0.156,58.7,40.71,2.13,3.01,Very_Light
SUB9222462,2983.96,2.914,2879.82,129.47,6.5,7.98,Moderate
SUB5900164,2161.92,2.111,2003.54,201.0,1.61,8.81,Moderate
SUB7336356,4056.12,3.961,3372.37,414.11,6.72,119.93,Moderate
SUB6679042,1765.12,1.724,1417.01,318.44,4.2,41.67,Light
SUB1401067,3369.1,3.29,3325.89,128.01,0.0,1.77,Moderate
SUB8094176,2373.89,2.318,2178.89,203.5,3.62,47.74,Moderate
SUB1460796,385.73,0.377,145.58,125.54,2.26,56.74,Very_Light
SUB8740616,646.52,0.631,504.87,20.66,5.5,7.9,Light
SUB6994376,19950.18,19.483,17595.91,1304.61,13.58,283.38,Power_User
SUB6289283,1351.41,1.32,860.42,388.38,1.5,41.65,Light
SUB6858338,1887.5,1.843,1377.03,168.41,7.57,57.24,Light
SUB5989904,328.47,0.321,164.71,108.84,6.68,14.41,Very_Light
SUB1312023,929.91,0.908,665.8,186.92,2.32,26.84,Light
SUB7270016,1403.54,1.371,346.69,874.35,8.08,79.05,Light
SUB8320583,389.18,0.38,329.97,45.58,0.0,3.99,Very_Light
SUB8822636,248.6,0.243,159.02,46.36,0.72,20.56,Very_Light
SUB4177902,2945.71,2.877,1913.09,459.85,5.0,375.08,Moderate
SUB1755111,1770.4,1.729,421.78,993.58,40.73,108.52,Light
SUB3320715,1241.43,1.212,583.77,417.13,34.54,60.41,Light
SUB3234805,920.09,0.899,550.29,260.46,6.64,74.94,Light
SUB5304459,1307.87,1.277,970.57,158.28,0.14,21.09,Light
SUB2899054,1305.0,1.274,1010.46,66.8,4.96,33.55,Light
SUB4457550,5729.91,5.596,3998.48,2173.98,3.76,23.6,Heavy
SUB2550184,511.11,0.499,290.41,158.83,0.75,40.4,Very_Light
SUB5174482,424.89,0.415,358.73,36.03,0.18,0.0,Very_Light
SUB9153113,853.85,0.834,298.05,434.21,3.47,111.62,Light
SUB4273523,3644.52,3.559,2593.25,451.5,74.09,119.44,Moderate
SUB9477276,2023.52,1.976,1852.53,173.56,9.07,17.22,Light
SUB7961383,1692.21,1.653,1634.05,157.81,0.99,12.05,Light
SUB8960339,2942.34,2.873,2837.57,200.31,0.15,17.93,Moderate
SUB3770742,210.55,0.206,74.18,110.26,1.24,10.44,Very_Light
SUB3770374,13551.16,13.234,12213.37,1259.09,3.07,109.84,Power_User
SUB8296405,685.68,0.67,639.0,23.59,0.54,1.95,Light
SUB7846539,236.7,0.231,95.09,75.34,1.77,17.88,Very_Light
SUB9659522,654.57,0.639,204.73,298.9,5.53,50.74,Light
SUB5109803,2406.53,2.35,1726.2,628.8,3.33,54.69,Moderate
SUB6636289,831.55,0.812,582.71,154.1,0.49,1.83,Light
SUB9751063,892.15,0.871,719.28,16.57,3.35,45.84,Light
SUB2034586,5350.85,5.225,5224.62,432.69,12.83,52.36,Heavy
SUB7040502,16419.22,16.034,15369.63,1697.4,21.6,62.45,Power_User
SUB6547094,267.67,0.261,133.87,39.01,1.76,44.16,Very_Light
SUB4100581,1591.55,1.554,771.59,489.6,4.34,300.76,Light
SUB3661637,24066.62,23.503,21028.45,832.88,20.85,77.98,Power_User
SUB4672277,4932.12,4.817,3949.96,449.15,53.4,121.6,Moderate
SUB3084504,1885.02,1.841,889.98,754.82,11.53,0.85,Light
SUB4021372,2879.47,2.812,1778.98,1055.79,0.36,87.01,Moderate
SUB5854042,1011.64,0.988,735.29,256.99,23.46,36.95,Light
SUB3471378,1458.83,1.425,926.08,460.61,2.29,5.33,Light
SUB4830121,294.73,0.288,215.43,55.0,0.14,25.95,Very_Light
SUB6353912,2227.65,2.175,1701.98,258.83,8.54,41.33,Moderate
SUB2353324,2222.71,2.171,1786.19,394.55,2.48,12.07,Moderate
SUB7753008,3139.52,3.066,2494.86,604.04,5.6,29.66,Moderate
SUB7124386,3053.17,2.982,1935.22,890.39,16.75,251.42,Moderate
SUB4372455,7712.25,7.531,7002.56,573.42,14.33,10.23,Heavy
SUB5268173,1244.22,1.215,859.22,228.5,16.2,34.99,Light
SUB7034722,2180.48,2.129,1506.42,483.22,41.03,98.19,Moderate
SUB8010131,1929.91,1.885,1412.75,372.02,0.79,24.37,Light
SUB5396720,7419.14,7.245,6038.22,790.7,21.59,43.48,Heavy
SUB5070028,12522.4,12.229,11908.44,1353.38,2.08,45.99,Power_User
SUB8951036,2999.44,2.929,2702.95,181.29,1.47,309.51,Moderate
SUB7869989,6916.96,6.755,7248.87,145.91,0.0,0.0,Heavy
SUB2369277,354.25,0.346,202.96,84.99,2.35,6.7,Very_Light
SUB6522567,2369.17,2.314,1596.15,627.45,6.62,15.17,Moderate
SUB7722090,6427.38,6.277,6174.82,362.83,5.11,7.48,Heavy
SUB1749971,125.2,0.122,71.11,16.41,0.59,10.68,Very_Light
SUB9222502,1799.48,1.757,1341.43,184.23,4.36,1.8,Light
SUB8749972,293.43,0.287,248.71,10.22,0.98,13.75,Very_Light
SUB5460276,25324.1,24.731,23731.43,763.67,1.8,253.95,Power_User
SUB8456688,3147.53,3.074,1703.67,1472.47,9.19,87.2,Moderate
SUB5075837,665.05,0.649,371.46,244.46,9.17,55.71,Light
SUB3233706,664.38,0.649,357.99,186.54,1.31,78.09,Light
SUB7094645,4271.84,4.172,3138.1,1093.84,67.83,127.89,Moderate
SUB9874365,2427.55,2.371,1120.94,1211.46,1.98,96.68,Moderate
SUB3054376,1377.09,1.345,1063.75,106.84,22.4,22.67,Light
SUB2185111,213.63,0.209,102.56,33.7,8.11,6.93,Very_Light
SUB5961828,755.6,0.738,470.24,112.8,1.32,1.24,Light
SUB8732752,633.94,0.619,336.64,29.38,4.68,165.61,Light
SUB3392919,2118.21,2.069,1713.72,437.01,0.39,50.03,Moderate
SUB2500948,4736.72,4.626,2909.95,1761.98,0.19,297.56,Moderate
SUB7327090,6414.93,6.265,5977.91,354.67,4.53,209.23,Heavy
SUB5107834,721.77,0.705,592.94,53.11,3.01,33.39,Light
SUB3408630,784.23,0.766,631.16,51.54,1.83,26.78,Light
SUB6837196,2343.49,2.289,932.79,1473.84,3.61,49.65,Moderate
SUB9095213,3430.41,3.35,2610.44,481.86,13.29,3.92,Moderate
SUB3702994,675.63,0.66,377.97,198.46,0.22,19.54,Light
SUB6919626,5162.46,5.041,4913.09,132.13,6.54,76.95,Heavy
SUB6557805,2951.6,2.882,2840.17,257.68,0.0,4.18,Moderate
SUB5902444,4134.25,4.037,3820.7,500.01,4.02,85.82,Moderate
SUB1192512,1748.03,1.707,1526.77,68.73,1.0,29.74,Light
SUB4714379,611.5,0.597,366.95,146.27,4.85,59.35,Light
SUB6845447,654.04,0.639,255.6,296.44,0.05,112.66,Light
SUB2549420,4831.69,4.718,5280.73,32.53,1.19,2.35,Moderate
SUB4345647,2311.04,2.257,1703.6,605.91,25.53,94.37,Moderate
SUB9312934,1474.25,1.44,1141.95,56.88,3.09,196.32,Light
SUB4900379,716.27,0.699,520.77,118.97,2.8,25.81,Light
SUB4804409,3980.54,3.887,3337.32,308.02,4.27,15.26,Moderate
SUB7722055,613.16,0.599,245.29,192.85,3.51,96.32,Light
SUB2520982,6222.84,6.077,5602.74,505.07,3.75,202.58,Heavy
SUB7281646,195.32,0.191,96.85,25.88,1.47,24.93,Very_Light
SUB4998422,2624.62,2.563,2187.31,79.96,13.47,30.3,Moderate
SUB7426288,3336.12,3.258,2309.67,1141.8,0.88,1.07,Moderate
SUB3164563,71.19,0.07,35.63,8.14,0.71,10.08,Very_Light
SUB6181377,2302.86,2.249,2355.33,84.47,2.56,0.82,Moderate
SUB6281091,615.12,0.601,508.14,105.46,6.16,5.31,Light
SUB5408285,14115.63,13.785,13070.19,520.29,11.33,127.97,Power_User
SUB9012369,2188.73,2.137,2100.68,149.0,0.87,35.69,Moderate
SUB5204955,134.34,0.131,90.25,13.7,0.74,5.58,Very_Light
SUB6059667,1168.72,1.141,222.45,750.97,2.92,105.14,Light
SUB9090736,1148.76,1.122,482.62,430.63,8.57,76.46,Light
SUB3985696,3708.64,3.622,3556.41,248.36,0.62,44.72,Moderate
SUB9143179,1263.47,1.234,913.07,14.86,0.29,322.5,Light
SUB9826233,1609.65,1.572,1254.61,238.58,0.12,11.59,Light
SUB4301106,396.42,0.387,210.07,160.43,0.96,7.01,Very_Light
SUB2372070,1009.49,0.986,435.18,346.92,1.51,42.85,Light
SUB3593726,252.34,0.246,136.04,61.46,1.47,20.01,Very_Light
SUB7721308,362.46,0.354,121.82,78.81,1.96,68.14,Very_Light
SUB9241353,312.77,0.305,234.1,19.27,0.55,14.47,Very_Light
SUB6670706,1770.48,1.729,1562.33,157.72,2.29,11.8,Light
SUB5450252,1213.08,1.185,1018.09,167.43,6.05,1.62,Light
SUB9494630,840.6,0.821,673.22,119.11,8.74,18.0,Light
SUB6655635,6913.3,6.751,5276.95,920.13,11.15,36.58,Heavy
SUB5975045,448.53,0.438,325.21,37.53,2.76,61.06,Very_Light
SUB1470529,236.23,0.231,163.79,48.43,1.08,0.0,Very_Light
SUB1161445,77.08,0.075,21.87,28.59,0.14,7.13,Very_Light
SUB4834242,1456.56,1.422,1265.29,78.97,3.6,10.57,Light
SUB7494503,306.49,0.299,176.73,105.71,2.11,1.29,Very_Light
SUB1684029,173.33,0.169,73.67,36.96,0.0,7.48,Very_Light
SUB6337355,603.78,0.59,284.47,200.44,3.51,17.77,Light
SUB9898978,1502.84,1.468,768.55,487.2,17.71,91.1,Light
SUB7981440,4470.33,4.366,3866.27,92.7,8.2,113.3,Moderate
SUB4999694,3433.82,3.353,3351.72,324.63,12.71,31.85,Moderate
SUB4308505,520.27,0.508,414.32,15.72,1.09,7.24,Light
SUB9201428,792.18,0.774,647.86,29.03,0.94,9.04,Light
SUB1208944,2106.22,2.057,1790.79,181.55,2.18,17.65,Moderate
SUB6186686,1175.18,1.148,542.9,477.18,2.42,1.72,Light
SUB8576472,2216.4,2.164,1786.37,197.76,0.98,35.52,Moderate
SUB2361303,134.55,0.131,32.57,83.96,0.54,1.79,Very_Light
SUB5201765,2783.78,2.719,2041.98,541.82,5.95,108.5,Moderate
SUB8964443,672.64,0.657,328.21,136.98,6.56,100.63,Light
SUB3894100,7049.82,6.885,5270.71,993.6,24.06,17.97,Heavy
SUB5666805,650.14,0.635,422.75,203.18,0.0,4.49,Light
SUB2197162,1498.56,1.463,969.13,166.49,41.23,272.71,Light
SUB2046161,789.0,0.771,682.12,41.48,4.33,10.91,Light
SUB7674851,1459.34,1.425,1355.04,95.0,8.39,36.42,Light
SUB5688482,8156.64,7.965,7004.63,562.71,0.83,28.41,Heavy
SUB9348022,5594.84,5.464,4909.45,683.27,1.46,24.64,Heavy
SUB7983604,2940.62,2.872,2172.48,534.31,4.07,142.08,Moderate
SUB2897501,236.93,0.231,14.48,161.91,16.42,6.51,Very_Light
SUB5754619,582.28,0.569,380.73,134.78,21.89,2.98,Light
SUB7465377,1024.38,1.0,616.46,354.11,0.79,13.15,Light
SUB7129439,1708.13,1.668,1190.76,277.31,1.54,2.07,Light
SUB4885250,353.11,0.345,173.86,51.13,3.29,9.53,Very_Light
SUB9991899,489.21,0.478,128.31,346.71,2.07,0.0,Very_Light
SUB5902059,154.63,0.151,32.13,72.44,2.94,12.96,Very_Light
SUB7607912,3355.0,3.276,3016.85,46.58,27.91,15.45,Moderate
SUB6573694,2430.56,2.374,2366.05,230.04,3.55,25.3,Moderate
SUB6228566,133.11,0.13,82.1,33.96,0.17,7.23,Very_Light
SUB1719407,3271.24,3.195,1504.25,1550.73,8.23,53.64,Moderate
SUB3538143,7728.9,7.548,7715.18,480.34,8.18,114.33,Heavy
SUB1337913,538.14,0.526,92.27,260.63,4.78,86.12,Light
SUB1328821,4656.1,4.547,4069.41,248.97,7.31,777.34,Moderate
SUB4887008,1115.86,1.09,772.12,235.88,1.18,2.37,Light
SUB7725275,2615.78,2.554,1623.99,1028.43,4.62,23.18,Moderate
SUB4615652,762.44,0.745,64.83,367.56,0.22,215.37,Light
SUB6193734,1228.79,1.2,911.48,180.41,0.97,4.27,Light
SUB9457411,944.75,0.923,661.21,177.34,2.18,19.1,Light
SUB8772580,3334.32,3.256,2909.71,211.31,2.39,16.82,Moderate
SUB1807744,370.15,0.361,301.35,44.64,18.11,0.0,Very_Light
SUB6720622,7367.19,7.195,5673.53,2021.22,17.67,12.16,Heavy
SUB9634012,2693.37,2.63,2695.55,174.48,11.88,0.0,Moderate
SUB7933705,10295.3,10.054,10616.97,392.67,0.25,17.57,Power_User
SUB6545403,1925.37,1.88,582.51,785.7,10.16,336.69,Light
SUB1017297,3224.45,3.149,777.45,2073.26,1.74,19.94,Moderate
SUB1788443,900.1,0.879,602.74,148.02,0.17,124.13,Light
SUB4265962,468.04,0.457,193.99,244.5,1.49,14.22,Very_Light
SUB7010334,14653.58,14.31,13299.91,275.19,7.86,35.48,Power_User
SUB6752613,1330.51,1.299,786.11,517.67,4.37,35.51,Light
SUB2333572,2534.72,2.475,2326.99,145.46,5.48,44.01,Moderate
SUB6637025,4535.89,4.43,4005.09,225.05,3.07,13.13,Moderate
SUB9072879,3473.73,3.392,2971.14,287.25,49.96,353.06,Moderate
SUB5701669,3126.97,3.054,2527.91,382.06,12.37,3.35,Moderate
SUB4765056,1013.46,0.99,857.61,129.11,2.1,40.16,Light
SUB4325315,3738.4,3.651,2321.19,931.4,27.52,24.29,Moderate
SUB6217092,1253.99,1.225,759.12,290.0,7.35,39.77,Light
SUB9264605,2187.46,2.136,1547.96,508.56,7.44,23.2,Moderate
SUB1828791,14125.93,13.795,13520.98,557.0,1.73,271.63,Power_User
SUB4820887,14587.6,14.246,13876.94,229.56,6.59,147.49,Power_User
SUB7652346,20992.94,20.501,19119.95,663.02,27.67,157.37,Power_User
SUB3846274,212.16,0.207,103.57,69.51,0.76,13.31,Very_Light
SUB6988099,6832.62,6.672,6565.38,498.21,21.07,85.44,Heavy
SUB8069337,542.29,0.53,330.76,41.64,6.56,99.09,Light
SUB8871917,8182.21,7.99,6190.49,1372.75,6.73,62.48,Heavy
SUB6446079,4893.82,4.779,4827.57,132.66,2.56,87.56,Moderate
SUB1376794,2263.59,2.211,2200.15,152.16,0.11,19.02,Moderate
SUB4878450,2813.34,2.747,2414.91,243.21,10.7,17.1,Moderate
SUB4033349,5535.83,5.406,3960.87,1442.78,2.36,120.29,Heavy
SUB7407054,2862.21,2.795,2556.17,164.46,1.08,2.17,Moderate
SUB1782877,1481.18,1.446,1162.05,173.16,1.94,57.58,Light
SUB5902825,7305.37,7.134,6032.69,494.27,30.73,141.76,Heavy
SUB8068132,3298.63,3.221,2779.19,368.92,8.77,32.36,Moderate
SUB7299492,18016.36,17.594,15440.27,2115.26,10.95,197.38,Power_User
SUB6798946,15052.28,14.699,14292.3,120.33,1.81,2.62,Power_User
SUB8236694,4177.84,4.08,3852.53,202.59,0.93,174.71,Moderate
SUB6928643,1529.49,1.494,1368.07,152.69,0.5,1.91,Light
SUB7049850,1496.55,1.461,1273.09,142.37,7.78,7.76,Light
SUB1850350,267.38,0.261,203.33,25.73,0.73,3.19,Very_Light
SUB9556255,1521.76,1.486,1530.44,34.75,1.49,23.95,Light
SUB3333679,144.42,0.141,72.03,55.02,1.08,11.54,Very_Light
SUB1435477,625.28,0.611,380.26,113.86,1.55,97.16,Light
SUB8736484,706.99,0.69,600.52,21.5,0.0,32.02,Light
SUB6651944,1642.05,1.604,945.2,517.77,17.3,35.94,Light
SUB5327308,893.65,0.873,579.27,52.43,16.98,125.48,Light
SUB2581420,3406.61,3.327,2136.74,925.29,6.87,59.6,Moderate
SUB1786261,4630.01,4.521,4004.64,263.71,1.91,226.92,Moderate
SUB4494708,1970.71,1.925,1685.64,182.83,1.11,0.0,Light
SUB7952314,916.9,0.895,508.52,199.46,2.15,91.25,Light
SUB4079042,455.72,0.445,350.68,53.82,1.59,2.29,Very_Light
SUB7665769,5224.24,5.102,4239.11,864.32,0.62,42.2,Heavy
SUB7538655,3294.71,3.217,2105.15,989.28,14.73,11.37,Moderate
SUB9514668,2697.36,2.634,2313.98,31.43,43.73,376.89,Moderate
SUB6968633,3228.27,3.153,2438.13,428.84,1.61,5.39,Moderate
SUB7898046,5952.76,5.813,3721.54,1135.18,0.36,582.34,Heavy
SUB4077099,2244.86,2.192,1949.88,284.73,1.33,5.85,Moderate
SUB3844180,1505.34,1.47,1133.59,246.07,1.23,5.87,Light
SUB7758699,3846.95,3.757,2799.6,843.71,3.09,4.6,Moderate
SUB8983939,1162.62,1.135,317.8,522.2,10.63,130.37,Light
SUB6066112,3063.7,2.992,2868.57,180.05,1.35,13.44,Moderate
SUB5093886,18820.17,18.379,15799.66,1544.04,2.29,282.5,Power_User
SUB9950668,2611.59,2.55,2615.59,179.76,0.5,11.23,Moderate
SUB6301358,20337.2,19.861,19801.37,97.17,3.87,5.37,Power_User
SUB2506145,228.75,0.223,73.52,79.24,2.96,23.0,Very_Light
SUB3648202,2339.01,2.284,1297.08,293.26,42.87,625.12,Moderate
SUB2192931,2008.35,1.961,1150.22,852.85,0.31,2.6,Light
SUB5889084,1833.94,1.791,1679.86,53.7,0.56,4.0,Light
SUB8133456,392.5,0.383,153.97,170.53,20.94,44.71,Very_Light
SUB1871522,4035.09,3.941,3756.97,190.73,3.28,106.44,Moderate
SUB7049531,10273.22,10.032,8164.2,2209.21,3.04,15.56,Power_User
SUB7890709,2008.69,1.962,1690.36,183.37,1.05,52.82,Light
SUB3181906,1230.29,1.201,288.13,305.96,12.05,440.38,Light
SUB9990884,1228.91,1.2,1049.0,50.66,0.54,24.01,Light
SUB2500134,5497.9,5.369,4544.48,210.37,8.86,126.09,Heavy
SUB3604884,1263.78,1.234,1042.48,157.88,0.36,0.6,Light
SUB2705243,1566.03,1.529,1498.87,74.54,10.5,11.54,Light
SUB5274692,612.9,0.599,316.7,93.97,72.32,23.47,Light
SUB1239779,1142.04,1.115,739.85,234.69,3.67,16.29,Light
SUB3975605,2016.99,1.97,1885.51,124.14,2.13,112.64,Light
SUB6099154,458.01,0.447,75.72,382.89,6.27,3.98,Very_Light
SUB7289249,6464.01,6.313,5249.2,497.11,7.03,82.0,Heavy
SUB9152885,1704.04,1.664,1005.49,534.09,0.0,9.19,Light
SUB7164014,1212.62,1.184,700.44,329.2,0.35,55.51,Light
SUB8499412,3929.58,3.837,1646.12,1835.95,25.43,376.18,Moderate
SUB7216074,666.15,0.651,287.61,157.07,2.5,12.09,Light
SUB6333968,388.11,0.379,77.35,249.77,2.52,13.51,Very_Light
SUB5588727,734.51,0.717,85.75,435.47,8.3,139.81,Light
SUB9325032,5236.33,5.114,4435.18,315.49,0.77,0.0,Heavy
SUB9978989,13243.84,12.933,12916.51,568.64,10.14,59.64,Power_User
SUB4683909,565.08,0.552,538.22,15.66,12.53,1.36,Light
SUB2539600,910.65,0.889,671.1,203.48,0.31,24.98,Light
SUB8465106,748.79,0.731,735.09,18.86,2.19,22.23,Light
SUB6083801,5527.34,5.398,3008.97,2122.67,2.77,109.52,Heavy
SUB3227503,3865.48,3.775,1985.41,1913.64,10.58,279.18,Moderate
SUB4070771,156.22,0.153,73.49,15.16,0.71,32.25,Very_Light
SUB2143647,461.89,0.451,231.34,109.33,3.87,3.1,Very_Light
SUB8156406,4385.38,4.283,4450.24,181.2,1.69,22.7,Moderate
SUB2416953,4673.83,4.564,2859.58,1285.03,50.72,55.67,Moderate
SUB3694245,4907.24,4.792,4324.37,256.19,0.47,36.39,Moderate
SUB1421280,1173.71,1.146,728.4,285.21,2.6,72.85,Light
SUB1909245,1099.17,1.073,810.9,166.62,3.64,6.84,Light
SUB1341207,3412.56,3.333,3177.33,168.6,6.14,27.67,Moderate
SUB2230746,2988.52,2.918,1716.24,1144.72,21.89,31.82,Moderate
SUB4289791,2960.21,2.891,2937.34,133.78,2.71,49.67,Moderate
