user_id,measurement_date,hours_streaming,hours_social,hours_messaging,hours_gaming,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,total_data_mb,is_peak_hour_user,is_weekend,age_group,plan_type,device_type,network_type,data_usage_category
SUB8374592,2026-04-13,1.2,0.53,0.05,0.09,1203.45,108.09,0.28,13.1,1349.59,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,Light
SUB7575716,2026-04-09,1.19,2.91,0.49,0.13,1723.7,861.5,4.14,14.4,2706.45,0,0,25-34,Postpaid_Unlimited,Mid_Range,4G,Moderate
SUB3002324,2026-03-24,1.6,0.82,0.05,0.95,1602.1,183.49,0.47,183.52,2059.29,1,0,45-54,Prepaid_Monthly,Mid_Range,4G,Moderate
SUB7262105,2026-04-05,0.17,1.35,0.07,0.79,270.42,240.97,1.27,93.9,603.96,0,0,25-34,Postpaid_Unlimited,Basic_Phone,4G,Light
SUB7671318,2026-03-26,1.8,1.36,0.29,0.19,2464.05,400.08,5.55,29.77,3048.57,1,1,18-24,Prepaid_Monthly,Mid_Range,4G+,Moderate
SUB1494592,2026-03-25,1.69,1.23,0.77,2.12,3462.38,403.57,6.87,167.3,4442.11,0,1,18-24,Postpaid_Basic,Premium_Smartphone,5G,Moderate
SUB4578226,2026-04-10,0.39,0.19,0.12,0.03,393.58,53.28,1.13,4.29,514.83,0,0,18-24,Prepaid_Daily,5G_Device,4G,Light
SUB7149031,2026-04-04,0.84,1.43,0.16,0.65,1219.38,286.51,2.51,129.81,1570.3,0,0,25-34,Postpaid_Premium,Mid_Range,4G,Light
SUB3427540,2026-03-24,1.03,0.62,0.65,0.35,3141.86,156.49,6.33,42.34,3727.74,0,0,18-24,Postpaid_Premium,Premium_Smartphone,5G,Moderate
SUB2715630,2026-03-29,1.19,3.05,0.39,4.1,839.65,836.85,3.05,222.19,2063.68,0,1,18-24,Postpaid_Basic,5G_Device,4G,Moderate
SUB1318408,2026-03-21,0.5,0.52,0.02,1.19,522.46,130.94,0.25,52.38,788.06,0,0,25-34,Prepaid_Daily,Mid_Range,4G,Light
SUB9856884,2026-04-10,1.08,1.73,0.73,0.24,990.39,432.84,8.36,20.26,1668.72,0,0,35-44,Postpaid_Basic,5G_Device,4G,Light
SUB9900019,2026-03-27,1.17,0.51,0.29,0.0,1318.6,111.72,1.58,0.0,1489.4,0,0,18-24,Prepaid_Monthly,Tablet,4G,Light
SUB4117172,2026-04-13,0.86,0.41,0.26,0.72,602.63,103.36,3.45,117.24,862.13,0,1,25-34,Prepaid_Monthly,5G_Device,4G,Light
SUB7304680,2026-03-25,4.32,2.01,0.22,0.35,9279.53,528.99,3.02,46.82,9341.27,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,Heavy
SUB5235042,2026-03-29,0.21,2.43,0.15,0.06,374.75,532.85,1.32,7.85,899.48,0,0,55+,Postpaid_Premium,Premium_Smartphone,4G+,Light
SUB2898739,2026-04-12,1.78,0.82,0.37,0.03,2089.36,207.7,5.07,3.8,2498.63,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,4G,Moderate
SUB2017433,2026-03-24,1.53,1.79,0.67,0.04,2063.34,474.49,5.66,6.5,2762.97,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G,Moderate
SUB9104010,2026-04-05,2.64,2.18,0.88,0.42,9144.95,758.39,10.08,19.15,10762.28,0,0,35-44,Postpaid_Unlimited,5G_Device,5G,Power_User
SUB5661029,2026-04-13,0.46,3.22,0.08,0.32,1148.57,1069.7,1.5,53.23,2504.42,0,1,35-44,Postpaid_Basic,Mid_Range,5G,Moderate
SUB4678086,2026-04-16,0.17,0.14,1.88,0.23,82.74,19.76,10.45,17.1,193.16,0,0,18-24,Postpaid_Basic,5G_Device,3G,Very_Light
SUB2581530,2026-03-25,0.64,0.96,0.02,0.54,691.38,230.63,0.4,33.39,978.68,0,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Light
SUB3087258,2026-04-02,0.04,0.07,0.01,0.04,42.61,14.79,0.08,5.51,101.08,0,0,25-34,Postpaid_Basic,Basic_Phone,4G,Very_Light
SUB5856447,2026-03-30,0.34,0.53,0.03,0.06,430.35,107.69,0.18,5.41,597.83,0,0,55+,Postpaid_Basic,Premium_Smartphone,4G+,Light
SUB9369066,2026-04-14,0.24,3.53,0.5,0.46,829.3,1248.99,7.48,35.14,2078.9,1,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,Moderate
SUB7857658,2026-03-20,0.39,0.13,0.14,0.03,123.61,17.75,1.42,3.77,153.7,0,0,35-44,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB1996530,2026-03-22,3.47,6.0,1.42,0.23,8017.12,1634.21,24.89,15.68,10001.3,1,0,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,Heavy
SUB3601623,2026-04-08,1.37,3.07,0.02,0.08,2325.12,1073.06,0.31,8.93,3299.96,0,1,25-34,Postpaid_Basic,Mid_Range,4G+,Moderate
SUB7231219,2026-03-31,1.51,1.34,0.56,0.24,1620.41,284.79,4.24,18.62,2018.46,0,0,25-34,Postpaid_Basic,Premium_Smartphone,4G,Light
SUB5108997,2026-04-17,0.19,0.76,0.03,0.02,449.78,271.49,0.42,3.58,817.7,0,0,45-54,Prepaid_Daily,Mid_Range,5G,Light
SUB4364695,2026-03-26,0.46,1.23,0.02,1.0,753.17,463.12,0.37,126.56,1335.21,0,0,35-44,Prepaid_Monthly,Mid_Range,5G,Light
SUB2045482,2026-03-19,0.53,0.38,0.15,0.01,1211.22,110.72,1.17,1.99,1375.47,0,0,45-54,Prepaid_Monthly,Mid_Range,5G,Light
SUB6786265,2026-04-17,1.2,0.42,0.44,0.54,2204.41,166.79,3.3,59.14,2482.57,0,1,45-54,Prepaid_Monthly,Mid_Range,5G,Moderate
SUB6908635,2026-04-13,0.9,0.62,0.98,0.01,1593.94,162.9,15.01,1.86,1750.23,1,0,55+,Postpaid_Premium,Premium_Smartphone,4G,Light
SUB8487345,2026-04-06,1.33,0.49,0.03,0.02,1553.05,98.17,0.57,2.14,1577.79,0,0,35-44,Prepaid_Monthly,Mid_Range,4G+,Light
SUB1570451,2026-04-13,0.53,0.94,1.03,0.7,380.21,174.71,19.45,77.27,682.96,0,0,25-34,Prepaid_Daily,5G_Device,4G,Light
SUB9408424,2026-03-26,0.07,0.74,0.51,0.17,24.07,67.57,3.03,25.94,133.39,0,1,18-24,Postpaid_Basic,Basic_Phone,3G,Very_Light
SUB1967344,2026-03-20,1.34,0.23,0.35,0.04,580.55,22.79,4.41,7.0,655.35,0,1,35-44,Postpaid_Basic,Mid_Range,3G,Light
SUB3412149,2026-04-10,0.46,2.26,0.05,0.09,167.02,240.12,0.39,12.99,438.72,0,0,25-34,Prepaid_Daily,Premium_Smartphone,3G,Very_Light
SUB6398869,2026-03-27,0.15,0.55,0.0,0.25,176.92,103.11,0.0,19.62,314.01,0,1,25-34,Prepaid_Daily,Basic_Phone,4G,Very_Light
SUB4352252,2026-03-22,1.61,1.23,1.3,0.71,2889.33,285.49,19.03,117.69,3559.29,1,0,18-24,Postpaid_Unlimited,Mid_Range,4G,Moderate
SUB4732839,2026-04-07,0.84,1.13,0.17,0.08,1306.39,256.66,1.82,4.44,1534.05,0,0,45-54,Prepaid_Daily,Mid_Range,4G+,Light
SUB8022336,2026-04-09,0.37,0.11,0.61,0.27,737.21,33.21,3.58,24.76,749.09,1,0,45-54,Postpaid_Unlimited,Basic_Phone,4G+,Light
SUB6768927,2026-04-17,2.28,0.51,0.06,0.28,4178.68,196.62,0.72,43.03,4091.19,0,0,35-44,Prepaid_Monthly,Premium_Smartphone,5G,Moderate
SUB3878604,2026-04-04,0.96,2.8,0.01,3.68,1755.56,767.39,0.11,551.27,3214.23,0,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,Moderate
SUB5327858,2026-04-04,0.68,1.11,0.19,0.29,755.99,174.56,2.96,12.05,1023.31,0,0,35-44,Prepaid_Daily,Mid_Range,4G,Light
SUB8433533,2026-03-25,4.15,0.13,0.98,0.31,4022.97,22.64,12.18,17.57,4029.32,1,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,Moderate
SUB9652831,2026-03-25,0.62,2.6,0.72,0.2,577.9,413.63,10.1,11.86,1182.5,1,1,25-34,Prepaid_Daily,Tablet,4G,Light
SUB6984684,2026-03-31,0.3,0.64,0.35,0.43,100.16,74.19,4.27,18.25,266.87,0,0,25-34,Prepaid_Monthly,5G_Device,3G,Very_Light
SUB3694287,2026-03-23,0.5,0.28,0.01,0.82,805.97,93.5,0.09,39.93,908.4,0,0,25-34,Prepaid_Monthly,Basic_Phone,4G+,Light
SUB7511634,2026-04-12,0.52,2.62,1.09,0.06,1532.19,954.85,12.44,7.16,2427.14,0,0,35-44,Postpaid_Premium,Mid_Range,5G,Moderate
SUB5621056,2026-04-09,6.02,5.66,0.12,0.32,3243.66,637.62,2.25,48.51,4321.99,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,3G,Moderate
SUB9976973,2026-03-26,1.21,0.98,0.32,1.38,1282.79,167.01,3.07,91.8,1652.53,0,0,25-34,Prepaid_Monthly,Mid_Range,4G,Light
SUB1703662,2026-04-16,0.19,0.09,0.09,0.04,141.57,18.93,1.25,2.65,204.52,0,1,55+,Prepaid_Monthly,Basic_Phone,4G,Very_Light
SUB2305585,2026-03-23,0.82,0.24,0.1,0.13,632.67,25.22,0.6,10.72,666.73,0,0,18-24,Postpaid_Premium,Mid_Range,3G,Light
SUB5092097,2026-04-03,0.97,0.65,0.19,0.15,1745.78,187.0,1.73,16.74,2122.47,1,0,25-34,Postpaid_Unlimited,Basic_Phone,4G,Moderate
SUB3659440,2026-03-29,2.73,0.98,0.23,0.38,5710.23,251.73,1.51,75.45,5960.34,0,1,25-34,Postpaid_Basic,Premium_Smartphone,5G,Heavy
SUB4943645,2026-03-24,1.77,6.0,1.47,0.04,4925.04,1886.75,19.84,1.78,6351.35,0,0,18-24,Postpaid_Unlimited,Premium_Smartphone,4G+,Heavy
SUB5495013,2026-04-14,0.12,0.53,0.6,0.37,193.42,136.38,9.74,71.34,394.95,0,0,25-34,Prepaid_Monthly,Basic_Phone,4G+,Very_Light
SUB7094467,2026-03-26,1.71,0.92,0.48,0.97,1744.89,249.37,5.17,186.18,2204.82,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,Moderate
SUB6517366,2026-03-30,0.84,3.26,0.62,0.18,991.95,842.07,7.07,11.61,2088.49,0,1,25-34,Prepaid_Daily,Premium_Smartphone,4G,Moderate
SUB4448678,2026-03-24,4.3,4.97,0.18,0.6,10334.65,1509.72,2.64,86.45,11664.7,1,0,25-34,Postpaid_Premium,Premium_Smartphone,4G+,Power_User
SUB6211593,2026-03-20,1.0,1.74,2.23,1.86,2197.89,691.44,13.03,168.76,3492.16,1,0,35-44,Prepaid_Monthly,Tablet,5G,Moderate
SUB9370262,2026-03-24,0.78,1.88,0.79,0.37,573.59,392.66,12.16,66.45,1136.94,0,0,25-34,Prepaid_Daily,Tablet,4G,Light
SUB5846769,2026-04-07,5.45,3.15,0.68,1.7,10033.33,1004.86,5.12,218.32,11716.42,1,0,18-24,Prepaid_Monthly,Premium_Smartphone,5G,Power_User
SUB8449607,2026-03-23,1.36,1.21,1.32,0.56,1621.2,357.61,13.15,59.92,2293.38,0,0,45-54,Postpaid_Basic,5G_Device,4G,Moderate
SUB5043064,2026-03-19,0.57,0.17,0.06,0.04,252.68,19.13,0.89,4.02,279.19,1,0,18-24,Prepaid_Daily,Basic_Phone,3G,Very_Light
SUB3602967,2026-04-15,0.46,0.68,0.29,0.28,572.28,234.75,2.96,30.08,1002.87,1,1,45-54,Prepaid_Daily,Premium_Smartphone,4G+,Light
SUB4438550,2026-03-22,0.32,1.87,0.01,0.52,594.76,517.58,0.18,70.59,1142.17,0,0,55+,Postpaid_Unlimited,Premium_Smartphone,4G,Light
SUB1076218,2026-03-21,1.51,0.65,0.53,1.0,3122.27,198.23,5.72,40.95,3273.02,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,5G,Moderate
SUB7878974,2026-03-21,0.24,0.14,0.02,0.28,260.46,41.38,0.35,21.85,323.16,0,0,55+,Prepaid_Monthly,Mid_Range,4G,Very_Light
SUB1770044,2026-04-07,0.19,0.25,0.06,0.11,135.66,23.28,1.16,10.44,169.94,0,0,45-54,Postpaid_Premium,Basic_Phone,3G,Very_Light
SUB6579079,2026-04-16,0.77,0.56,0.24,0.13,782.33,142.17,3.49,25.56,1071.24,0,0,55+,Postpaid_Unlimited,Mid_Range,4G,Light
SUB4185714,2026-03-26,0.95,0.31,0.24,0.07,290.77,31.83,2.71,3.19,435.41,0,0,35-44,Postpaid_Basic,Premium_Smartphone,3G,Very_Light
SUB2728096,2026-04-01,0.89,1.0,0.64,1.38,422.79,117.6,3.41,169.49,839.53,1,0,18-24,Prepaid_Monthly,Tablet,3G,Light
SUB9736347,2026-03-19,2.69,2.88,0.76,0.97,3164.44,641.9,13.9,171.82,3891.73,1,0,45-54,Postpaid_Unlimited,Mid_Range,4G,Moderate
SUB9860935,2026-04-07,7.53,3.64,0.89,0.28,5347.02,711.94,16.81,34.21,6606.98,1,1,18-24,Postpaid_Basic,5G_Device,4G,Heavy
SUB8667105,2026-03-30,0.38,0.67,0.1,0.05,458.04,210.1,1.05,2.53,719.57,1,0,18-24,Prepaid_Monthly,Basic_Phone,4G+,Light
SUB3694946,2026-04-03,8.0,3.79,0.02,0.16,18043.32,1046.04,0.18,16.94,20457.85,0,1,25-34,Postpaid_Basic,5G_Device,5G,Power_User
SUB5229215,2026-04-14,1.96,1.16,2.6,1.53,1224.21,113.75,43.42,305.72,1924.22,1,1,25-34,Postpaid_Premium,5G_Device,3G,Light
SUB2922135,2026-04-07,0.8,1.34,0.02,0.07,1287.95,363.57,0.33,4.5,1796.8,0,0,25-34,Postpaid_Basic,Basic_Phone,5G,Light
SUB8021855,2026-03-27,0.75,1.32,0.79,0.5,1375.01,380.22,6.98,93.64,1898.48,0,0,35-44,Postpaid_Unlimited,Mid_Range,4G,Light
SUB1978039,2026-03-20,0.29,0.05,0.02,0.02,575.28,12.82,0.11,3.76,644.1,0,0,55+,Postpaid_Basic,Basic_Phone,5G,Light
SUB9997354,2026-03-23,2.22,4.54,0.05,0.41,1160.7,581.11,0.53,30.05,1857.88,1,0,18-24,Postpaid_Unlimited,Tablet,3G,Light
SUB8352207,2026-04-09,0.13,0.28,0.2,0.33,152.66,44.87,1.02,21.47,272.08,0,0,55+,Postpaid_Basic,Mid_Range,4G,Very_Light
SUB1499876,2026-04-13,1.44,0.8,0.05,0.23,2475.47,279.74,0.98,25.43,2663.54,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G+,Moderate
SUB2962165,2026-04-13,6.42,0.3,0.24,1.94,5677.03,85.39,2.44,127.83,5893.34,0,0,18-24,Postpaid_Basic,Mid_Range,4G,Heavy
SUB8985620,2026-03-19,1.25,0.48,0.14,0.06,566.25,68.92,1.02,7.45,716.33,0,1,25-34,Prepaid_Daily,5G_Device,3G,Light
SUB1611213,2026-03-29,0.79,0.44,0.18,0.07,722.03,72.22,3.54,4.45,789.62,1,0,45-54,Prepaid_Monthly,Mid_Range,4G,Light
SUB1768734,2026-03-27,1.5,2.58,0.1,1.0,2647.48,607.0,1.63,180.84,3338.65,1,0,35-44,Postpaid_Premium,Mid_Range,4G,Moderate
SUB8750575,2026-04-14,1.83,0.55,0.16,0.96,4917.29,198.11,1.18,109.82,5336.94,0,0,45-54,Postpaid_Premium,Mid_Range,5G,Heavy
SUB5241361,2026-04-08,1.89,0.38,0.73,0.02,2998.16,130.47,5.61,2.02,3526.38,1,1,35-44,Prepaid_Daily,Premium_Smartphone,4G+,Moderate
SUB6511174,2026-04-09,0.12,0.34,0.18,0.29,284.65,104.9,3.5,44.6,457.07,1,0,25-34,Prepaid_Monthly,Basic_Phone,5G,Very_Light
SUB2839433,2026-04-04,2.7,1.25,0.73,0.07,6308.16,439.11,9.91,9.16,6884.47,0,0,18-24,Prepaid_Daily,Premium_Smartphone,5G,Heavy
SUB7569632,2026-04-06,1.16,0.17,0.37,0.4,2708.77,45.47,7.06,61.47,2991.94,0,0,35-44,Postpaid_Unlimited,Basic_Phone,5G,Moderate
SUB4672214,2026-04-16,2.03,0.58,0.84,1.26,819.23,67.11,6.99,242.13,1128.96,0,0,18-24,Prepaid_Daily,Premium_Smartphone,3G,Light
SUB3026580,2026-03-25,4.26,0.91,0.15,0.36,3009.68,129.78,1.52,51.53,3225.96,0,0,35-44,Postpaid_Premium,Premium_Smartphone,3G,Moderate
SUB8229039,2026-03-19,0.13,0.51,0.34,0.41,120.6,115.0,6.55,61.74,320.87,0,0,45-54,Postpaid_Basic,Mid_Range,4G,Very_Light
SUB8507324,2026-04-07,1.29,0.51,0.23,0.17,517.66,43.43,1.98,12.93,581.35,0,0,35-44,Postpaid_Basic,Mid_Range,3G,Light
SUB7202258,2026-04-01,2.14,1.14,0.01,0.04,4034.77,386.53,0.11,6.0,4922.76,1,0,55+,Prepaid_Monthly,Premium_Smartphone,5G,Moderate
SUB5339235,2026-04-05,0.16,0.3,0.0,0.0,66.15,39.96,0.0,0.0,114.89,0,1,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB4526737,2026-04-14,0.23,2.1,0.48,0.44,447.0,409.44,7.28,61.77,998.72,1,0,35-44,Postpaid_Premium,Mid_Range,4G,Light
SUB9790529,2026-03-27,1.94,1.38,0.65,1.02,3251.93,312.35,5.17,147.93,3466.7,1,0,35-44,Postpaid_Premium,Premium_Smartphone,4G,Moderate
SUB3008960,2026-04-17,0.89,0.83,0.34,0.49,898.52,138.78,4.64,90.69,1191.99,1,1,55+,Postpaid_Premium,Mid_Range,4G,Light
SUB5455214,2026-04-06,3.34,6.0,0.1,0.98,7311.62,1512.63,1.85,132.16,9590.79,0,0,35-44,Postpaid_Premium,Premium_Smartphone,5G,Heavy
SUB9476563,2026-03-25,1.04,5.05,0.41,0.08,1445.19,1556.77,2.22,7.17,2791.75,0,0,18-24,Prepaid_Daily,Mid_Range,4G+,Moderate
SUB7918889,2026-04-14,0.55,0.17,0.01,0.01,473.02,50.8,0.17,1.04,534.29,0,0,55+,Prepaid_Daily,Mid_Range,4G,Light
SUB4816446,2026-03-20,5.64,2.16,3.89,1.71,15046.87,804.53,30.36,150.8,14594.87,1,0,35-44,Postpaid_Unlimited,5G_Device,5G,Power_User
SUB4376513,2026-04-03,3.26,0.38,0.12,1.17,2327.03,35.18,1.21,199.25,2524.98,0,0,18-24,Postpaid_Premium,Mid_Range,3G,Moderate
SUB2937878,2026-04-09,0.49,1.56,0.28,0.18,280.12,214.31,5.16,26.36,538.3,0,0,35-44,Postpaid_Premium,Mid_Range,3G,Light
SUB7193956,2026-04-13,1.03,0.48,1.16,0.58,318.43,59.53,11.49,57.71,461.09,0,1,45-54,Postpaid_Basic,Premium_Smartphone,3G,Very_Light
SUB2705215,2026-03-19,3.4,1.02,0.07,0.95,2616.32,172.93,1.05,131.71,2755.01,0,0,35-44,Prepaid_Monthly,Mid_Range,4G,Moderate
SUB6437149,2026-04-08,0.15,3.67,0.1,0.04,151.67,940.74,1.91,6.01,1264.43,0,0,25-34,Prepaid_Monthly,Premium_Smartphone,4G,Light
SUB8271476,2026-04-05,0.8,1.21,0.14,0.4,581.34,116.24,1.72,42.06,798.34,0,0,45-54,Postpaid_Premium,5G_Device,3G,Light
SUB7429611,2026-04-09,0.79,0.69,0.67,0.6,1464.36,154.64,5.47,81.15,1744.32,0,0,45-54,Postpaid_Unlimited,Premium_Smartphone,4G,Light
SUB4266402,2026-04-05,0.06,0.1,0.0,0.09,18.26,8.99,0.0,17.15,61.46,0,0,25-34,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB9121849,2026-03-27,2.47,3.05,0.37,0.35,4297.48,993.44,4.87,28.4,5487.72,0,0,18-24,Prepaid_Monthly,Premium_Smartphone,5G,Heavy
SUB9104789,2026-04-07,0.34,0.42,1.2,0.12,796.58,119.71,9.26,9.3,982.63,0,0,25-34,Prepaid_Monthly,Basic_Phone,5G,Light
SUB5108880,2026-04-01,0.19,0.43,0.65,0.15,449.46,110.4,3.82,14.12,637.21,0,1,35-44,Prepaid_Daily,Mid_Range,5G,Light
SUB6499593,2026-03-31,1.3,0.27,0.95,1.86,1151.09,79.73,16.88,159.09,1528.67,0,1,45-54,Postpaid_Basic,5G_Device,4G,Light
SUB5261946,2026-03-22,0.26,0.71,0.18,0.5,607.33,208.6,3.55,93.71,947.67,0,0,25-34,Postpaid_Unlimited,Basic_Phone,5G,Light
SUB1090093,2026-03-24,0.59,0.27,0.15,0.4,671.7,74.57,1.81,72.85,816.97,1,1,25-34,Postpaid_Premium,Basic_Phone,4G,Light
SUB2732465,2026-04-04,2.42,1.11,0.47,0.23,1161.08,100.34,8.83,35.44,1433.43,1,0,18-24,Postpaid_Unlimited,Mid_Range,3G,Light
SUB4173584,2026-03-20,1.64,4.37,1.43,0.32,2470.54,1674.54,11.41,44.64,4413.0,1,1,35-44,Postpaid_Basic,Tablet,5G,Moderate
SUB3859244,2026-03-23,2.78,2.42,0.07,0.3,6171.35,613.14,0.63,57.6,6815.79,1,1,18-24,Postpaid_Basic,Mid_Range,5G,Heavy
SUB1886040,2026-03-29,4.95,0.14,1.05,0.24,8879.97,48.02,10.03,24.1,8828.95,0,0,18-24,Postpaid_Unlimited,Mid_Range,4G+,Heavy
SUB1322918,2026-04-11,1.62,1.27,1.59,0.18,2907.68,351.13,22.28,33.51,3526.26,0,1,18-24,Prepaid_Monthly,Premium_Smartphone,4G+,Moderate
SUB3245909,2026-03-25,1.32,2.52,0.15,2.81,4954.43,946.28,2.51,369.51,5868.74,0,0,35-44,Postpaid_Unlimited,Premium_Smartphone,5G,Heavy
SUB1116739,2026-03-24,0.17,2.0,0.18,1.14,362.9,557.25,1.13,82.65,987.1,0,1,25-34,Postpaid_Premium,Mid_Range,4G+,Light
SUB2014929,2026-04-01,5.25,1.16,0.65,1.25,12184.24,439.58,4.21,117.82,12474.57,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Power_User
SUB3420564,2026-03-29,0.28,0.36,0.1,0.22,117.86,45.96,0.81,28.23,210.25,0,1,55+,Postpaid_Basic,Mid_Range,3G,Very_Light
SUB9577064,2026-04-08,0.22,1.21,0.16,0.35,89.01,129.57,0.82,14.76,248.29,0,0,18-24,Prepaid_Monthly,Mid_Range,3G,Very_Light
SUB3653093,2026-03-22,0.96,1.0,0.13,0.07,1649.13,328.44,2.17,3.17,2024.68,0,0,25-34,Prepaid_Daily,Mid_Range,5G,Light
SUB4303457,2026-04-10,0.58,0.15,0.14,0.69,626.62,36.82,2.78,68.86,742.51,0,0,55+,Prepaid_Monthly,Premium_Smartphone,4G,Light
SUB6888997,2026-03-24,7.03,0.46,0.23,0.56,3670.65,57.0,4.11,70.23,3851.53,0,0,25-34,Postpaid_Unlimited,Mid_Range,3G,Moderate
SUB7944121,2026-03-26,3.14,1.71,0.23,2.47,3265.15,474.76,2.72,191.94,3854.22,0,0,35-44,Postpaid_Premium,5G_Device,4G,Moderate
SUB7238795,2026-04-14,0.69,0.93,0.22,0.53,827.84,155.37,2.05,50.15,1175.2,0,0,18-24,Prepaid_Monthly,Tablet,4G,Light
SUB5767348,2026-04-08,0.23,0.57,0.17,0.18,210.59,113.72,2.78,33.02,363.09,1,0,45-54,Prepaid_Monthly,Basic_Phone,4G,Very_Light
SUB1716756,2026-03-27,0.21,5.55,0.5,0.53,357.29,2218.46,6.22,56.08,2893.12,1,0,25-34,Postpaid_Basic,Tablet,5G,Moderate
SUB9439834,2026-04-02,1.45,0.24,0.14,0.17,3124.53,75.5,1.57,10.27,3103.05,1,1,45-54,Prepaid_Monthly,Mid_Range,5G,Moderate
SUB7790968,2026-03-27,0.48,1.8,0.0,0.05,544.81,397.66,0.0,3.51,1076.7,0,0,25-34,Postpaid_Basic,Mid_Range,4G,Light
SUB4751198,2026-03-31,8.0,0.8,1.87,1.38,10768.38,213.88,22.4,100.72,11970.27,0,1,25-34,Postpaid_Premium,5G_Device,4G,Power_User
SUB8369434,2026-03-24,0.37,0.48,0.46,0.05,156.95,48.17,7.98,7.41,276.56,1,0,45-54,Postpaid_Basic,Premium_Smartphone,3G,Very_Light
SUB4138145,2026-04-12,0.97,0.66,0.22,0.05,1046.91,167.01,3.85,5.96,1225.46,0,0,55+,Prepaid_Daily,5G_Device,4G+,Light
SUB2226476,2026-03-28,1.85,3.28,0.12,0.6,1843.42,815.94,2.01,71.16,2721.19,1,0,18-24,Postpaid_Basic,Premium_Smartphone,4G,Moderate
SUB5184056,2026-04-04,0.16,0.99,0.17,0.06,133.04,209.41,1.95,9.18,486.99,1,0,45-54,Prepaid_Monthly,5G_Device,4G,Very_Light
SUB9960820,2026-03-30,1.75,2.75,2.11,0.32,1994.33,771.77,11.61,58.21,3188.61,0,0,25-34,Prepaid_Monthly,5G_Device,4G,Moderate
SUB2500844,2026-03-31,0.63,1.23,0.06,1.05,661.62,285.04,0.56,114.3,1158.55,0,1,35-44,Prepaid_Monthly,Mid_Range,4G,Light
SUB4443609,2026-04-01,0.31,0.39,0.09,0.87,295.19,67.65,1.02,169.23,637.91,0,0,25-34,Prepaid_Monthly,5G_Device,4G,Light
SUB9752084,2026-04-13,0.58,2.5,0.88,0.61,1044.77,440.51,14.58,88.95,1644.51,1,1,35-44,Postpaid_Unlimited,Tablet,4G,Light
SUB2400283,2026-04-11,2.62,5.67,0.02,2.19,3174.05,1604.25,0.21,293.01,5289.6,1,0,25-34,Postpaid_Premium,Mid_Range,4G,Heavy
SUB6927613,2026-04-12,3.64,2.65,1.83,1.83,2605.72,275.33,31.91,250.25,2934.27,1,1,25-34,Postpaid_Premium,Premium_Smartphone,3G,Moderate
SUB1691757,2026-04-09,8.0,3.12,2.95,0.05,9071.95,1039.42,21.9,3.25,9682.9,1,0,18-24,Postpaid_Basic,5G_Device,4G+,Heavy
SUB1390719,2026-03-28,0.87,0.89,0.25,0.17,990.51,159.28,1.29,33.8,1252.78,0,0,18-24,Prepaid_Daily,5G_Device,4G,Light
SUB7854453,2026-03-27,0.06,0.01,0.01,0.06,26.56,1.0,0.18,10.65,72.83,1,0,55+,Prepaid_Monthly,Basic_Phone,3G,Very_Light
SUB4337920,2026-03-29,0.44,1.84,0.33,0.07,626.0,501.5,3.1,10.53,1131.41,0,1,55+,Postpaid_Premium,Premium_Smartphone,4G,Light
SUB4296050,2026-03-26,0.94,1.71,0.47,0.03,751.56,497.9,9.31,3.38,1449.82,0,1,45-54,Prepaid_Monthly,Tablet,4G,Light
SUB3118324,2026-04-02,8.0,1.36,1.76,1.17,8213.95,319.07,17.09,75.31,9147.73,1,0,25-34,Postpaid_Basic,Mid_Range,4G,Heavy
SUB7827299,2026-04-05,2.01,2.73,0.16,5.0,3518.69,745.56,1.82,483.43,5174.59,0,0,25-34,Prepaid_Monthly,5G_Device,5G,Heavy
SUB7247794,2026-04-09,3.24,1.66,0.83,0.38,7530.15,381.37,13.2,45.42,8386.62,0,1,35-44,Postpaid_Unlimited,Premium_Smartphone,4G+,Heavy
SUB8917596,2026-04-04,1.07,3.89,0.18,0.04,2197.89,1129.16,2.47,2.25,3424.28,0,0,55+,Postpaid_Unlimited,Mid_Range,5G,Moderate
SUB5902666,2026-03-19,0.24,0.2,0.17,0.04,362.71,45.4,2.18,7.58,477.43,0,0,25-34,Prepaid_Daily,Basic_Phone,4G+,Very_Light
SUB1876031,2026-04-10,1.81,1.15,0.45,0.42,3361.83,309.91,7.81,41.46,3586.27,1,1,45-54,Postpaid_Premium,5G_Device,4G+,Moderate
